movieId,rating_count,rating_sum,mean_rating
94,4186,14754.5,3.5247252747252746
95,23156,71253.5,3.0771074451546037
96,487,1791.5,3.6786447638603694
97,3509,14053.5,4.004987175833571
98,92,240.5,2.614130434782609
99,732,2261.5,3.0894808743169397
100,4154,13368.5,3.2182233991333655
101,5211,19545.0,3.7507196315486473
102,2025,4868.0,2.4039506172839507
103,1154,3753.0,3.252166377816291
104,22963,78028.0,3.397988067761181
105,10131,33788.0,3.335110058237094
106,137,469.0,3.423357664233577
107,6782,21848.5,3.221542317900324
108,123,380.0,3.089430894308943
109,16,33.0,2.0625
110,69482,277138.0,3.9886301488155205
111,36647,149397.5,4.076663846972467
112,12308,41911.5,3.40522424439389
113,1099,3412.5,3.105095541401274
114,248,900.5,3.631048387096774
115,50,175.5,3.51
116,967,3774.5,3.9033092037228543
117,1261,4523.5,3.5872323552735925
118,1132,3391.5,2.996024734982332
119,259,720.5,2.781853281853282
120,155,447.0,2.8838709677419354
121,846,3159.0,3.734042553191489
122,3958,11306.0,2.8564931783729155
123,3534,14150.0,4.003961516694964
124,330,1149.5,3.4833333333333334
125,3625,13526.5,3.731448275862069
126,1482,3416.0,2.3049932523616734
127,50,161.5,3.23
128,78,273.5,3.5064102564102564
129,193,607.0,3.145077720207254
130,47,158.5,3.372340425531915
131,192,635.5,3.3098958333333335
132,2178,6033.0,2.7699724517906334
133,20,54.0,2.7
134,39,142.0,3.641025641025641
135,6619,19890.0,3.004985647378758
136,102,368.0,3.607843137254902
137,218,713.5,3.272935779816514
138,142,466.5,3.285211267605634
139,41,126.0,3.073170731707317
140,5049,16607.5,3.289265201029907
141,23546,82734.5,3.513739063959908
142,41,125.5,3.0609756097560976
143,15,32.0,2.1333333333333333
144,4517,15652.5,3.4652424175337613
145,15155,49747.0,3.282547014186737
146,607,1761.0,2.901153212520593
147,4866,17486.5,3.5936087135224004
148,371,1075.5,2.898921832884097
149,1129,4158.0,3.682905225863596
150,55940,216947.0,3.8782087951376476
151,12868,45413.0,3.5291420578178427
152,716,2229.5,3.113826815642458
153,35288,101018.5,2.8626870324189526
154,3382,12834.0,3.794795978710822
155,1289,4387.0,3.4034134988363074
156,1679,5905.0,3.51697438951757
157,2705,7553.5,2.7924214417744917
158,14395,41920.5,2.9121569989579714
159,2463,8411.0,3.4149411287048315
160,15511,40376.0,2.6030558958158725
161,25270,94634.5,3.7449347051840127
162,6363,25438.5,3.9978783592644977
163,16327,56285.5,3.4473877626018252
164,4541,15707.0,3.458929751156133
165,38488,135328.5,3.5161219081272086
166,800,2317.5,2.896875
167,79,249.5,3.1582278481012658
168,12664,38997.0,3.079358812381554
169,3514,7917.5,2.2531303357996584
170,8841,28475.5,3.2208460581382194
171,1428,5131.5,3.5934873949579833
172,13788,38096.0,2.762982303452277
173,16833,43217.5,2.567427077763916
174,2186,5346.0,2.4455626715462033
175,5468,19208.0,3.512801755669349
176,2497,9602.5,3.845614737685222
177,2399,6927.0,2.8874531054606085
178,504,1703.0,3.378968253968254
179,1243,3414.0,2.746580852775543
180,9714,34666.5,3.5687152563310685
181,2924,5735.0,1.9613543091655268
182,695,2145.0,3.0863309352517985
183,627,2101.0,3.3508771929824563
184,348,1077.0,3.0948275862068964
185,25669,79603.0,3.101133663173478
186,11491,33091.0,2.8797319641458534
187,975,3353.5,3.4394871794871795
188,2656,8848.5,3.3315135542168677
189,332,996.5,3.0015060240963853
190,1169,4236.5,3.6240376390076987
191,1759,4708.0,2.676520750426379
192,78,238.5,3.0576923076923075
193,8144,18395.0,2.258718074656189
194,6060,23290.5,3.8433168316831683
195,3250,10024.0,3.0843076923076924
196,14662,41625.0,2.838971490928932
197,110,334.5,3.040909090909091
198,9747,33355.5,3.422129886118806
199,1837,6945.0,3.7806205770277628
200,346,981.5,2.836705202312139
201,367,1111.5,3.0286103542234333
202,480,1482.0,3.0875
203,5635,17770.0,3.153504880212955
204,8795,25784.0,2.931665719158613
205,1343,4707.0,3.5048399106478034
206,1028,3567.0,3.469844357976654
207,5608,18875.0,3.3657275320970044
208,31329,90146.5,2.8774138976666985
209,755,2129.0,2.8198675496688743
210,500,1445.5,2.891
211,590,2117.0,3.588135593220339
212,487,1254.5,2.575975359342916
213,1994,8007.0,4.0155466399197595
214,1000,4034.5,4.0345
215,8476,33390.0,3.9393581878244457
216,10728,34876.5,3.2509787472035794
217,1038,2829.0,2.7254335260115607
218,4264,14002.5,3.283888367729831
219,678,2451.0,3.6150442477876106
220,352,870.5,2.4730113636363638
222,5936,20982.0,3.5347035040431267
223,27906,107155.0,3.8398552282663228
224,8731,30019.5,3.4382659489176497
225,12836,42120.5,3.2814350264880026
226,44,123.0,2.7954545454545454
227,4689,14370.5,3.064725954361271
228,478,1275.0,2.6673640167364017
229,2532,9034.0,3.5679304897314377
230,7528,26988.0,3.5850159404888418
231,36802,109769.0,2.982691158089234
232,6295,25362.5,4.028991262907069
233,3607,12733.5,3.530219018574993
234,3255,8672.0,2.6642089093701995
235,17428,63842.5,3.663214367684186
236,12617,41852.0,3.3171118332408653
237,6442,20716.5,3.2158491151816206
238,855,2704.0,3.1625730994152046
239,4070,12702.0,3.120884520884521
240,847,2448.0,2.8902007083825265
241,592,1787.0,3.018581081081081
242,1108,3753.0,3.387184115523466
243,470,1178.5,2.5074468085106383
244,306,731.5,2.3905228758169934
245,265,784.0,2.9584905660377356
246,10852,43678.0,4.024880206413564
247,8030,30675.0,3.820049813200498
248,3164,9539.5,3.0150126422250314
249,5045,18524.0,3.6717542120911792
250,1105,3404.0,3.0805429864253395
251,400,1216.0,3.04
252,10334,33196.5,3.212357267273079
253,31756,111602.5,3.514375236175841
254,632,1828.5,2.8931962025316458
255,1070,2440.5,2.2808411214953273
256,10683,28753.0,2.691472432837218
257,3975,13545.5,3.4076729559748427
258,1807,4744.0,2.6253458771444382
259,2057,6290.5,3.0580943121050073
260,85010,348526.0,4.099823550170568
261,10899,39526.0,3.6265712450683547
262,4507,16986.0,3.768804082538274
263,406,1514.5,3.730295566502463
264,195,652.5,3.3461538461538463
265,12026,47117.0,3.917927823050058
266,17820,62470.5,3.5056397306397304
267,4334,12519.0,2.8885556068297187
268,749,2484.0,3.316421895861148
269,606,2110.0,3.4818481848184817
270,1308,4153.0,3.1750764525993884
271,1271,4222.0,3.3217938630999213
272,7935,29717.0,3.7450535601764336
273,7626,23827.5,3.1245082612116444
274,1296,3662.0,2.825617283950617
275,1611,4388.5,2.7240844196151457
276,5487,16347.0,2.979223619464188
277,9590,32696.0,3.4093847758081335
278,1135,3419.5,3.012775330396476
279,923,3408.0,3.6923076923076925
280,5164,19184.0,3.7149496514329976
281,3997,14673.0,3.6710032524393297
282,11523,39208.0,3.4025861320836586
283,240,740.0,3.0833333333333335
284,34,96.0,2.823529411764706
285,84,196.5,2.3392857142857144
286,111,226.5,2.0405405405405403
287,326,1054.5,3.2346625766871164
288,26472,86340.0,3.261559383499547
289,3301,11060.0,3.3504998485307484
290,4199,16709.0,3.979280781138366
292,27883,95105.0,3.4108596635943047
293,41846,171307.5,4.093760455001672
294,846,2694.5,3.184988179669031
295,467,1304.0,2.7922912205567454
296,98409,413019.5,4.196968773181315
297,264,818.0,3.0984848484848486
298,257,898.5,3.4961089494163424
299,2632,9795.0,3.721504559270517
300,21085,77188.5,3.6608252312070193
301,464,1632.5,3.5183189655172415
302,1645,6174.0,3.753191489361702
303,7435,22703.0,3.0535305985205112
304,724,2309.0,3.1892265193370166
305,3426,9244.5,2.698336252189142
306,8183,33334.0,4.073567151411463
307,7741,30824.0,3.981914481333161
308,5896,23004.0,3.901628222523745
309,452,1650.5,3.6515486725663715
310,258,720.5,2.7926356589147288
311,82,217.5,2.652439024390244
312,1325,3460.0,2.611320754716981
313,1494,4584.0,3.068273092369478
314,4179,16077.5,3.847212251734865
315,11413,33025.5,2.8936738806624027
316,35215,119070.0,3.3812295896634956
317,17903,55923.0,3.1236664246215717
318,102929,453362.5,4.404613860039444
319,7586,28589.5,3.7687186923279725
320,323,1055.5,3.2678018575851393
321,932,3508.0,3.763948497854077
322,3109,11407.0,3.6690254100997106
324,489,1801.5,3.684049079754601
325,1059,2791.5,2.6359773371104818
326,1497,6114.5,4.084502338009352
327,7533,21150.0,2.807646356033453
328,2594,8201.0,3.161526599845798
329,27773,92290.5,3.3230295610845064
330,1584,4462.5,2.8172348484848486
331,552,1816.0,3.289855072463768
332,2301,6392.5,2.778139939156888
333,12644,42604.0,3.3695033217336285
334,1645,6287.0,3.821884498480243
335,409,1324.0,3.237163814180929
336,294,839.5,2.8554421768707483
337,19510,73111.5,3.747385955920041
338,4843,14440.5,2.98172620276688
339,24940,87196.5,3.496251002405774
340,1499,5058.0,3.3742494996664445
341,406,1461.5,3.5997536945812807
342,11920,41831.5,3.509354026845638
343,943,2490.5,2.641039236479321
344,42728,128259.0,3.001755289271672
345,10642,38826.5,3.648421349370419
346,1160,3964.5,3.4176724137931034
347,1807,6208.5,3.4358052019922525
348,8210,30351.5,3.696894031668697
349,31300,114389.5,3.6546166134185305
350,16467,57123.0,3.468937875751503
351,3704,12219.0,3.298866090712743
352,1377,4497.0,3.2657952069716774
353,18497,65030.5,3.515732280910418
354,1264,3974.0,3.143987341772152
355,10815,26103.0,2.413592233009709
356,100296,406474.0,4.052743878120762
357,30312,110379.5,3.6414456320929003
358,2335,7562.5,3.2387580299785865
359,275,898.0,3.2654545454545456
360,2141,5826.5,2.7213918729565623
361,5425,18049.5,3.3270967741935484
362,7782,26251.5,3.373361603700848
363,645,2575.0,3.992248062015504
364,51518,197476.5,3.8331554019954193
365,1898,6005.0,3.1638566912539514
366,3065,9193.5,2.999510603588907
367,40007,127498.5,3.1869047916614592
368,18685,63863.5,3.417902060476318
369,1120,3711.0,3.313392857142857
370,15893,47601.5,2.9951236393380736
371,4305,14051.0,3.2638792102206735
372,8367,27199.0,3.2507469821919446
373,3660,13810.5,3.773360655737705
374,5703,13854.0,2.4292477643345607
375,254,833.5,3.281496062992126
376,11536,37794.5,3.27622226074896
377,47210,164632.0,3.487227282355433
378,2336,7294.5,3.1226455479452055
379,6142,16739.0,2.725333767502442
380,47148,164852.5,3.496489776872826
381,4970,16887.5,3.397887323943662
382,5679,17213.5,3.0310794153900336
383,5234,16738.0,3.1979365685899883
384,762,2260.5,2.966535433070866
385,127,451.5,3.5551181102362204
386,377,1064.0,2.8222811671087533
387,723,1919.5,2.6549100968188104
388,546,1935.0,3.543956043956044
389,205,717.0,3.497560975609756
390,970,3325.0,3.4278350515463916
391,426,1340.5,3.146713615023474
392,285,946.5,3.3210526315789473
393,2611,4995.5,1.9132516277288396
394,148,490.5,3.314189189189189
395,13,40.0,3.076923076923077
396,37,92.5,2.5
397,100,219.5,2.195
398,58,199.5,3.439655172413793
399,10,22.5,2.25
400,29,73.5,2.5344827586206895
401,18,58.5,3.25
402,59,170.5,2.889830508474576
403,15,32.5,2.1666666666666665
404,80,264.5,3.30625
405,3708,9084.5,2.4499730312837107
406,67,208.0,3.1044776119402986
407,2516,8220.0,3.2670906200317966
408,680,2212.5,3.2536764705882355
409,485,1475.5,3.0422680412371133
410,20166,61038.5,3.0268025389269066
411,123,342.5,2.7845528455284554
412,4809,17135.5,3.5632148055728843
413,6514,18323.5,2.8129413570770647
414,930,2430.0,2.6129032258064515
415,3231,9078.5,2.8098112039616217
416,1799,4847.5,2.6945525291828796
417,3314,11659.5,3.518255884127942
418,690,1862.5,2.699275362318841
419,4680,11605.0,2.4797008547008548
420,15601,42988.5,2.7554964425357347
421,1832,6005.0,3.2778384279475983
422,1446,4675.5,3.233402489626556
423,2447,7373.5,3.013281569268492
424,803,2183.0,2.7185554171855544
425,880,3056.5,3.4732954545454544
426,3389,10537.0,3.109176748303334
427,3421,8684.0,2.5384390529085064
428,5543,21216.5,3.827620422154068
429,1552,3688.5,2.376610824742268
430,265,620.0,2.339622641509434
431,10266,38190.0,3.7200467562828754
432,13005,35503.5,2.729988465974625
433,1252,3645.0,2.9113418530351436
434,25769,78649.5,3.0520974814699833
435,14828,38269.5,2.5808942541138387
436,1338,3526.0,2.6352765321375187
437,1856,4823.0,2.5985991379310347
438,1088,2933.0,2.6957720588235294
439,59,155.5,2.635593220338983
440,19992,71915.5,3.5972138855542215
441,9667,35772.5,3.7004758456604945
442,20850,64512.5,3.0941247002398082
443,597,1999.5,3.349246231155779
444,1342,3241.5,2.415424739195231
445,1928,5547.0,2.8770746887966805
446,3887,15176.5,3.9044250064316954
447,227,571.5,2.5176211453744495
448,3097,11010.5,3.5552147239263805
449,704,2428.0,3.4488636363636362
450,3059,10238.5,3.3470088264138607
451,639,1949.0,3.0500782472613457
452,1188,4227.0,3.558080808080808
453,988,3067.0,3.104251012145749
454,27224,95347.0,3.502314134587129
455,9387,24571.5,2.617609459891339
456,1016,3887.5,3.826279527559055
457,57073,226576.5,3.9699420041000124
458,1081,3411.0,3.1554116558741905
459,1182,3282.0,2.7766497461928936
460,943,2281.5,2.419406150583245
461,908,3030.0,3.3370044052863435
462,209,547.0,2.617224880382775
463,428,1192.0,2.7850467289719627
464,3441,10060.0,2.923568730020343
465,757,2472.0,3.2655217965653898
466,14637,43091.5,2.94401175104188
467,748,2517.0,3.3649732620320854
468,7444,24663.0,3.3131380977968834
469,1349,4410.5,3.26945885841364
470,472,996.0,2.110169491525424
471,12016,43957.0,3.658205725699068
472,726,2085.0,2.871900826446281
473,1449,3355.0,2.315389924085576
474,20399,75889.0,3.720231383891367
475,9723,38091.5,3.91766944358737
476,231,692.0,2.9956709956709955
477,4545,16137.5,3.5506050605060504
478,283,681.0,2.4063604240282683
479,1293,3792.5,2.9331013147718483
480,75233,278258.5,3.6986229447184082
481,5568,18520.5,3.326239224137931
482,2769,9461.0,3.4167569519682197
483,618,2327.0,3.76537216828479
484,788,2198.0,2.7893401015228427
485,15028,42364.5,2.819037796113921
486,638,1722.5,2.699843260188088
487,642,1672.5,2.6051401869158877
488,585,1972.0,3.370940170940171
489,3076,8470.5,2.753738621586476
490,3292,11051.0,3.356925880923451
491,5538,18874.5,3.4081798483206933
492,3488,12752.5,3.6561066513761467
493,3973,14376.5,3.618550213944123
494,12663,42449.0,3.35220721787886
495,810,2767.0,3.416049382716049
496,425,1406.5,3.3094117647058825
497,14593,56647.0,3.8817926403069967
498,389,1097.0,2.8200514138817483
499,410,1135.5,2.7695121951219512
500,39296,133299.0,3.3921773208469057
501,2363,9060.0,3.834109183241642
502,3889,8860.0,2.278220622267935
503,142,433.5,3.0528169014084505
504,1218,3625.5,2.976600985221675
505,1367,3432.5,2.5109729334308706
506,1503,5263.5,3.5019960079840318
507,3565,12576.0,3.5276297335203366
508,22912,87162.0,3.804207402234637
509,17960,66163.0,3.6839086859688197
510,940,2596.0,2.7617021276595746
511,1688,5302.5,3.141291469194313
512,1309,3826.0,2.9228418640183347
513,598,1769.5,2.959030100334448
514,4795,16536.5,3.448696558915537
515,11206,43642.5,3.894565411386757
516,3507,10820.5,3.085400627316795
517,3738,11699.0,3.129748528624933
518,1260,3401.5,2.699603174603175
519,5284,11618.0,2.1987130961392882
520,16363,50427.5,3.081800403349019
521,2212,7346.5,3.3212025316455698
522,1420,5011.5,3.529225352112676
523,933,3408.0,3.652733118971061
524,8155,28839.0,3.53635806253832
525,179,604.5,3.377094972067039
526,138,438.0,3.1739130434782608
527,73849,312897.5,4.23699034516378
528,932,2585.0,2.773605150214592
529,11176,42938.0,3.841982820329277
530,37,119.5,3.22972972972973
531,7845,27820.5,3.5462715105162523
532,6200,19019.0,3.06758064516129
533,4103,12058.0,2.938825249817207
534,4908,19093.0,3.8901792991035045
535,5818,21965.0,3.775352354761086
536,767,2516.5,3.2809647979139505
537,3440,10855.5,3.155668604651163
538,5205,19207.0,3.6901056676272814
539,32129,112780.5,3.510239970120452
540,5074,13750.0,2.7098935750886874
541,46289,190248.0,4.110004536714986
542,3722,10604.0,2.8490059108006447
543,12764,41241.5,3.231079598871827
544,2320,6789.0,2.926293103448276
546,6169,12820.0,2.078132598476252
547,871,2458.0,2.8220436280137773
548,2904,8417.5,2.8985881542699725
549,1453,5648.5,3.887474191328286
550,3378,10389.5,3.075636471284784
551,26081,97599.0,3.7421494574594534
552,13547,43586.5,3.2174282128884624
553,16211,60141.5,3.709919190673
554,514,1567.0,3.0486381322957197
555,17743,67701.0,3.8156456067181423
556,1288,5103.0,3.9619565217391304
558,1759,4983.5,2.8331438317225697
559,55,167.5,3.0454545454545454
560,39,119.5,3.0641025641025643
561,225,775.0,3.4444444444444446
562,6559,24797.0,3.780606799817045
563,358,1232.5,3.4427374301675977
564,363,857.0,2.3608815426997247
565,1016,3284.5,3.232775590551181
566,154,425.5,2.762987012987013
567,451,1497.5,3.32039911308204
568,391,1395.0,3.567774936061381
569,1727,5078.5,2.9406485234510713
570,232,798.5,3.4418103448275863
571,200,722.5,3.6125
572,36,95.5,2.6527777777777777
573,211,725.0,3.4360189573459716
574,1416,4677.5,3.303319209039548
575,3035,9092.0,2.995716639209226
576,25,60.5,2.42
577,671,1895.5,2.824888226527571
579,41,124.0,3.024390243902439
580,569,1745.5,3.0676625659050965
581,1938,7705.0,3.975748194014448
582,135,450.5,3.337037037037037
583,293,1049.0,3.580204778156997
584,27,83.0,3.074074074074074
585,9903,26317.5,2.657528021811572
586,34648,110122.0,3.178307550219349
587,32382,111458.5,3.4419893768142797
588,50442,187004.5,3.707317314935966
589,68383,270936.5,3.96204466022257
590,46771,174407.0,3.7289559769942913
591,34,72.0,2.1176470588235294
592,49789,169776.5,3.409919861816867
593,90330,374722.0,4.148367098416916
594,20567,73534.5,3.575363446297467
595,41342,152105.0,3.679188234724977
596,14721,51250.0,3.481421099110115
597,39189,134595.5,3.434522442522136
598,168,593.0,3.5297619047619047
599,3824,15091.0,3.9463912133891212
600,313,929.0,2.9680511182108624
601,113,382.0,3.3805309734513274
602,334,1337.5,4.004491017964072
603,618,1813.5,2.9344660194174756
604,6,11.5,1.9166666666666667
605,3685,12089.5,3.2807327001356854
606,1569,4042.5,2.5764818355640537
607,20,54.5,2.725
608,58031,238886.5,4.116532542951181
609,2590,7763.0,2.997297297297297
610,8208,27722.0,3.3774366471734893
611,1951,4913.5,2.518452075858534
612,1649,4461.5,2.705579138872044
613,2494,9018.0,3.615878107457899
614,162,507.0,3.1296296296296298
615,632,2439.0,3.8591772151898733
616,9559,32435.0,3.39313735746417
617,573,2054.5,3.5855148342059335
618,364,1001.5,2.7513736263736264
619,723,1839.0,2.5435684647302903
620,47,156.5,3.3297872340425534
621,334,1205.5,3.6092814371257487
623,35,108.0,3.085714285714286
625,30,97.5,3.25
626,646,1843.0,2.8529411764705883
627,1931,6795.5,3.5191610564474365
628,12797,48227.5,3.7686567164179103
629,26,80.0,3.076923076923077
630,221,735.5,3.328054298642534
631,2323,6353.0,2.7348256564786912
632,424,1659.5,3.9139150943396226
633,328,1101.5,3.3582317073170733
634,354,797.0,2.251412429378531
635,1121,4077.5,3.6373773416592328
636,38,110.5,2.9078947368421053
637,5960,16869.5,2.8304530201342284
638,586,1923.5,3.282423208191126
639,1157,3382.5,2.9235090751944686
640,3165,9383.0,2.9646129541864137
641,109,264.5,2.426605504587156
642,10,19.5,1.95
643,23,51.0,2.217391304347826
644,15,34.0,2.2666666666666666
645,315,1151.0,3.653968253968254
647,8207,28998.0,3.533325210186426
648,42879,146268.0,3.4111802980479955
649,138,515.5,3.7355072463768115
650,1360,4710.5,3.4636029411764704
651,45,113.5,2.522222222222222
652,83,257.0,3.0963855421686746
653,15471,49763.5,3.216566479219184
654,16,47.0,2.9375
655,20,46.0,2.3
656,1246,3569.0,2.864365971107544
657,42,108.5,2.5833333333333335
658,49,147.0,3.0
659,562,2112.5,3.758896797153025
660,119,359.0,3.0168067226890756
661,11317,37363.5,3.301537509940797
662,3037,9837.5,3.2392163319064866
663,3384,11365.5,3.3585992907801416
664,322,975.0,3.027950310559006
665,1499,5940.5,3.9629753168779187
666,198,684.5,3.457070707070707
667,1089,2743.5,2.5192837465564737
668,1074,4391.0,4.088454376163873
670,879,3605.5,4.1018202502844145
671,6524,23969.5,3.674049662783568
672,27,67.0,2.4814814814814814
673,12859,35808.5,2.7847033206314644
674,3642,10877.5,2.9866831411312464
675,29,65.0,2.2413793103448274
676,28,71.5,2.5535714285714284
678,2739,11147.0,4.069733479372034
679,99,336.0,3.393939393939394
680,1389,4924.5,3.5453563714902807
681,381,1364.5,3.5813648293963256
682,67,216.5,3.2313432835820897
683,36,96.5,2.6805555555555554
684,26,65.0,2.5
685,539,1899.5,3.5241187384044528
687,98,293.0,2.989795918367347
688,3030,7833.0,2.5851485148514852
690,84,278.5,3.3154761904761907
691,1231,3751.5,3.0475223395613322
692,931,2164.5,2.324919441460795
693,30,91.0,3.033333333333333
694,2815,8456.5,3.0040852575488453
695,848,2679.0,3.1591981132075473
696,128,403.0,3.1484375
697,1159,3216.0,2.7748058671268336
698,153,424.5,2.7745098039215685
699,17,37.5,2.2058823529411766
700,1273,4135.5,3.2486252945797327
701,116,372.5,3.211206896551724
702,498,1873.0,3.7610441767068274
703,363,1032.5,2.8443526170798896
704,1890,5338.5,2.824603174603175
705,433,1527.0,3.5265588914549655
706,253,781.0,3.0869565217391304
707,4672,14341.0,3.0695633561643834
708,15472,52430.0,3.388702171664943
709,3214,10628.5,3.3069383945239577
710,1287,3508.5,2.726107226107226
711,2212,5804.5,2.6240958408679926
712,190,658.5,3.4657894736842105
713,137,468.0,3.4160583941605838
714,4642,18013.0,3.8804394657475227
715,626,2222.0,3.549520766773163
716,319,932.0,2.9216300940438873
717,95,305.5,3.2157894736842105
718,1248,4322.0,3.4631410256410255
719,8003,23709.0,2.9625140572285393
720,8612,35264.5,4.094809568044589
721,18,54.0,3.0
722,349,1263.5,3.6203438395415475
723,39,127.5,3.269230769230769
724,9590,29721.0,3.0991657977059437
725,1591,4436.5,2.788497800125707
726,543,1701.5,3.1335174953959486
727,24,75.5,3.1458333333333335
728,3555,13521.5,3.8035161744022505
729,144,493.0,3.423611111111111
730,70,214.0,3.057142857142857
731,867,2528.0,2.9158016147635526
732,237,664.0,2.80168776371308
733,37001,135833.0,3.67106294424475
734,60,155.5,2.591666666666667
735,1301,4577.5,3.518447348193697
736,35315,112727.0,3.192043041200623
737,4695,9838.5,2.0955271565495206
738,25,81.0,3.24
739,11,21.5,1.9545454545454546
741,10719,42734.5,3.9867991417109807
742,2105,5780.5,2.746080760095012
743,6511,17789.5,2.7322223928735987
744,37,110.0,2.972972972972973
745,13944,57105.0,4.095309810671257
746,357,1328.0,3.719887955182073
747,1111,2581.5,2.3235823582358237
748,5607,17768.0,3.168896022828607
749,41,109.0,2.658536585365854
750,32830,137974.0,4.2026804751751445
751,178,613.5,3.446629213483146
752,41,115.5,2.817073170731707
753,514,1694.5,3.296692607003891
754,384,1127.5,2.9361979166666665
755,155,520.5,3.358064516129032
756,114,364.5,3.1973684210526314
757,317,1128.5,3.5599369085173502
758,27,84.0,3.111111111111111
759,366,1413.5,3.862021857923497
760,1058,3889.0,3.675803402646503
761,3961,11005.5,2.7784650340823025
762,10004,23955.5,2.394592163134746
763,61,186.0,3.0491803278688523
764,606,2032.5,3.353960396039604
765,5395,16244.0,3.0109360518999075
766,1821,6277.5,3.4472817133443163
767,301,1067.0,3.5448504983388704
768,34,103.5,3.0441176470588234
769,135,480.5,3.5592592592592593
770,27,69.0,2.5555555555555554
771,155,519.0,3.3483870967741933
772,35,101.5,2.9
773,79,283.0,3.5822784810126582
774,35,94.0,2.6857142857142855
775,174,520.0,2.9885057471264367
776,47,135.0,2.872340425531915
777,32,92.0,2.875
778,35303,141525.5,4.008880265133275
779,519,1475.0,2.842003853564547
780,57224,193480.0,3.3810988396477004
781,2143,7331.0,3.420905272981801
782,2945,8461.0,2.873005093378608
783,12497,40843.0,3.268224373849724
784,16699,45443.0,2.721300676687227
785,11611,38178.0,3.288088881233313
786,17341,54435.5,3.1391211579493685
787,91,339.5,3.730769230769231
788,22021,61600.5,2.797352527133191
789,52,160.5,3.0865384615384617
790,108,379.5,3.513888888888889
791,113,405.0,3.584070796460177
792,48,143.0,2.9791666666666665
793,116,372.0,3.206896551724138
794,104,352.0,3.3846153846153846
795,107,340.5,3.182242990654206
796,46,136.5,2.967391304347826
797,115,384.5,3.3434782608695652
798,3411,9667.0,2.8340662562298444
799,6670,22447.0,3.365367316341829
800,7322,29681.0,4.053673859601202
