movieId,movieIndex,rating_count,mean_rating
66,65,2415,2.133954451345756
67,66,179,3.3184357541899443
68,67,1241,3.428686543110395
69,68,5039,3.550704504862076
70,69,16824,3.343259629101284
71,70,1341,2.3422818791946307
72,71,1378,3.478955007256894
73,72,2982,3.796613011401744
74,73,3565,3.289621318373072
75,74,590,2.4296610169491526
76,75,3609,3.0267387087835966
77,76,221,3.425339366515837
78,77,1258,3.1736883942766294
79,78,5614,3.122461702885643
80,79,595,3.739495798319328
81,80,3311,3.2526427061310783
82,81,2555,4.010176125244619
83,82,589,3.640916808149406
84,83,158,3.3765822784810124
85,84,2703,3.523122456529782
86,85,4374,3.4791952446273435
87,86,1076,2.3810408921933086
88,87,5419,3.1087839084701976
89,88,3451,3.127209504491452
90,89,218,3.3440366972477062
92,90,2360,2.841313559322034
93,91,2130,2.4981220657277
94,92,4186,3.524725274725274
95,93,23156,3.077107445154604
96,94,487,3.6786447638603694
97,95,3509,4.004987175833571
98,96,92,2.614130434782609
99,97,732,3.08948087431694
100,98,4154,3.218223399133365
101,99,5211,3.7507196315486473
102,100,2025,2.4039506172839507
103,101,1154,3.252166377816291
104,102,22963,3.397988067761181
105,103,10131,3.335110058237094
106,104,137,3.423357664233577
107,105,6782,3.221542317900324
108,106,123,3.089430894308943
109,107,16,2.0625
110,108,69482,3.988630148815521
111,109,36647,4.076663846972467
112,110,12308,3.40522424439389
113,111,1099,3.105095541401274
114,112,248,3.631048387096774
115,113,50,3.51
116,114,967,3.9033092037228543
117,115,1261,3.5872323552735925
118,116,1132,2.996024734982332
119,117,259,2.781853281853282
120,118,155,2.8838709677419354
121,119,846,3.734042553191489
122,120,3958,2.8564931783729155
123,121,3534,4.003961516694964
124,122,330,3.4833333333333334
125,123,3625,3.731448275862069
126,124,1482,2.3049932523616734
127,125,50,3.23
128,126,78,3.5064102564102564
129,127,193,3.145077720207254
130,128,47,3.372340425531915
131,129,192,3.309895833333333
132,130,2178,2.769972451790633
133,131,20,2.7
134,132,39,3.641025641025641
135,133,6619,3.004985647378758
136,134,102,3.607843137254902
137,135,218,3.272935779816514
138,136,142,3.285211267605634
139,137,41,3.073170731707317
140,138,5049,3.289265201029907
141,139,23546,3.513739063959908
142,140,41,3.0609756097560976
143,141,15,2.1333333333333333
144,142,4517,3.4652424175337613
145,143,15155,3.282547014186737
146,144,607,2.901153212520593
147,145,4866,3.5936087135224004
148,146,371,2.898921832884097
149,147,1129,3.682905225863596
150,148,55940,3.878208795137648
151,149,12868,3.5291420578178427
152,150,716,3.113826815642458
153,151,35288,2.8626870324189526
154,152,3382,3.794795978710822
155,153,1289,3.4034134988363074
156,154,1679,3.51697438951757
157,155,2705,2.792421441774492
158,156,14395,2.9121569989579714
159,157,2463,3.4149411287048315
160,158,15511,2.6030558958158725
161,159,25270,3.7449347051840127
162,160,6363,3.9978783592644977
163,161,16327,3.447387762601825
164,162,4541,3.458929751156133
165,163,38488,3.5161219081272086
166,164,800,2.896875
167,165,79,3.1582278481012658
168,166,12664,3.079358812381554
169,167,3514,2.2531303357996584
170,168,8841,3.2208460581382194
171,169,1428,3.5934873949579837
172,170,13788,2.762982303452277
173,171,16833,2.567427077763916
174,172,2186,2.4455626715462038
175,173,5468,3.512801755669349
176,174,2497,3.845614737685222
177,175,2399,2.8874531054606085
178,176,504,3.378968253968254
179,177,1243,2.746580852775543
180,178,9714,3.5687152563310685
181,179,2924,1.9613543091655268
182,180,695,3.0863309352517985
183,181,627,3.3508771929824563
184,182,348,3.0948275862068964
185,183,25669,3.101133663173478
186,184,11491,2.8797319641458534
187,185,975,3.4394871794871795
188,186,2656,3.331513554216868
189,187,332,3.0015060240963853
190,188,1169,3.6240376390076983
191,189,1759,2.676520750426379
192,190,78,3.0576923076923075
193,191,8144,2.258718074656189
194,192,6060,3.843316831683168
195,193,3250,3.0843076923076924
196,194,14662,2.838971490928932
197,195,110,3.040909090909091
198,196,9747,3.422129886118806
199,197,1837,3.7806205770277623
200,198,346,2.836705202312139
201,199,367,3.0286103542234333
202,200,480,3.0875
203,201,5635,3.153504880212955
204,202,8795,2.931665719158613
205,203,1343,3.5048399106478034
206,204,1028,3.469844357976654
207,205,5608,3.3657275320970044
208,206,31329,2.8774138976666985
209,207,755,2.8198675496688743
210,208,500,2.891
211,209,590,3.588135593220339
212,210,487,2.575975359342916
213,211,1994,4.01554663991976
214,212,1000,4.0345
215,213,8476,3.9393581878244457
216,214,10728,3.25097874720358
217,215,1038,2.7254335260115607
218,216,4264,3.283888367729831
219,217,678,3.6150442477876106
220,218,352,2.473011363636364
222,219,5936,3.5347035040431267
223,220,27906,3.8398552282663223
224,221,8731,3.4382659489176497
225,222,12836,3.2814350264880026
226,223,44,2.7954545454545454
227,224,4689,3.064725954361271
228,225,478,2.6673640167364017
229,226,2532,3.5679304897314377
230,227,7528,3.5850159404888418
231,228,36802,2.982691158089234
232,229,6295,4.028991262907069
233,230,3607,3.530219018574993
234,231,3255,2.6642089093701995
235,232,17428,3.663214367684186
236,233,12617,3.3171118332408653
237,234,6442,3.2158491151816206
238,235,855,3.1625730994152046
239,236,4070,3.120884520884521
240,237,847,2.8902007083825265
241,238,592,3.018581081081081
242,239,1108,3.387184115523466
243,240,470,2.5074468085106383
244,241,306,2.3905228758169934
245,242,265,2.958490566037736
246,243,10852,4.024880206413564
247,244,8030,3.820049813200498
248,245,3164,3.0150126422250314
249,246,5045,3.6717542120911792
250,247,1105,3.0805429864253395
251,248,400,3.04
252,249,10334,3.212357267273079
253,250,31756,3.514375236175841
254,251,632,2.8931962025316458
255,252,1070,2.2808411214953277
256,253,10683,2.691472432837218
257,254,3975,3.4076729559748427
258,255,1807,2.6253458771444382
259,256,2057,3.0580943121050077
260,257,85010,4.099823550170568
261,258,10899,3.6265712450683543
262,259,4507,3.768804082538274
263,260,406,3.730295566502463
264,261,195,3.3461538461538463
265,262,12026,3.917927823050058
266,263,17820,3.5056397306397304
267,264,4334,2.8885556068297187
268,265,749,3.316421895861148
269,266,606,3.4818481848184817
270,267,1308,3.1750764525993884
271,268,1271,3.3217938630999213
272,269,7935,3.7450535601764336
273,270,7626,3.1245082612116444
274,271,1296,2.825617283950617
275,272,1611,2.7240844196151457
276,273,5487,2.979223619464188
277,274,9590,3.409384775808133
278,275,1135,3.012775330396476
279,276,923,3.692307692307693
280,277,5164,3.7149496514329976
281,278,3997,3.6710032524393297
282,279,11523,3.4025861320836586
283,280,240,3.083333333333333
284,281,34,2.823529411764706
285,282,84,2.3392857142857144
286,283,111,2.0405405405405403
287,284,326,3.2346625766871164
288,285,26472,3.261559383499547
289,286,3301,3.3504998485307484
290,287,4199,3.979280781138366
292,288,27883,3.4108596635943047
293,289,41846,4.093760455001672
294,290,846,3.184988179669031
295,291,467,2.7922912205567454
296,292,98409,4.196968773181315
297,293,264,3.0984848484848486
298,294,257,3.4961089494163424
299,295,2632,3.721504559270517
300,296,21085,3.6608252312070193
301,297,464,3.518318965517241
302,298,1645,3.753191489361702
303,299,7435,3.0535305985205112
304,300,724,3.1892265193370166
305,301,3426,2.698336252189142
306,302,8183,4.073567151411463
307,303,7741,3.981914481333161
308,304,5896,3.901628222523745
309,305,452,3.651548672566372
310,306,258,2.7926356589147288
311,307,82,2.652439024390244
312,308,1325,2.611320754716981
313,309,1494,3.068273092369478
314,310,4179,3.847212251734865
315,311,11413,2.8936738806624027
316,312,35215,3.381229589663496
317,313,17903,3.123666424621572
318,314,102929,4.404613860039444
319,315,7586,3.768718692327973
320,316,323,3.2678018575851397
321,317,932,3.763948497854077
322,318,3109,3.669025410099711
324,319,489,3.684049079754601
325,320,1059,2.6359773371104818
326,321,1497,4.084502338009352
327,322,7533,2.807646356033453
328,323,2594,3.161526599845798
329,324,27773,3.3230295610845064
330,325,1584,2.8172348484848486
331,326,552,3.289855072463768
332,327,2301,2.778139939156888
333,328,12644,3.3695033217336285
334,329,1645,3.821884498480243
335,330,409,3.237163814180929
336,331,294,2.8554421768707483
337,332,19510,3.747385955920041
338,333,4843,2.98172620276688
339,334,24940,3.496251002405774
340,335,1499,3.3742494996664445
341,336,406,3.5997536945812807
342,337,11920,3.509354026845638
343,338,943,2.641039236479321
344,339,42728,3.001755289271672
345,340,10642,3.648421349370419
346,341,1160,3.4176724137931034
347,342,1807,3.4358052019922525
348,343,8210,3.696894031668697
349,344,31300,3.6546166134185305
350,345,16467,3.468937875751503
351,346,3704,3.298866090712743
352,347,1377,3.2657952069716774
353,348,18497,3.515732280910418
354,349,1264,3.143987341772152
355,350,10815,2.413592233009709
356,351,100296,4.052743878120762
357,352,30312,3.6414456320929
358,353,2335,3.2387580299785865
359,354,275,3.2654545454545456
360,355,2141,2.7213918729565623
361,356,5425,3.3270967741935484
362,357,7782,3.373361603700848
363,358,645,3.992248062015504
364,359,51518,3.8331554019954193
365,360,1898,3.1638566912539514
366,361,3065,2.999510603588907
367,362,40007,3.1869047916614592
368,363,18685,3.417902060476318
369,364,1120,3.313392857142857
370,365,15893,2.9951236393380736
371,366,4305,3.263879210220673
372,367,8367,3.2507469821919446
373,368,3660,3.773360655737705
374,369,5703,2.4292477643345607
375,370,254,3.281496062992126
376,371,11536,3.27622226074896
377,372,47210,3.487227282355433
378,373,2336,3.122645547945205
379,374,6142,2.725333767502442
380,375,47148,3.496489776872826
381,376,4970,3.397887323943662
382,377,5679,3.0310794153900336
383,378,5234,3.1979365685899883
384,379,762,2.966535433070866
385,380,127,3.5551181102362204
386,381,377,2.8222811671087533
387,382,723,2.6549100968188104
388,383,546,3.543956043956044
389,384,205,3.497560975609756
390,385,970,3.427835051546392
391,386,426,3.146713615023474
392,387,285,3.3210526315789477
393,388,2611,1.91325162772884
394,389,148,3.314189189189189
395,390,13,3.076923076923077
396,391,37,2.5
397,392,100,2.195
398,393,58,3.439655172413793
399,394,10,2.25
400,395,29,2.534482758620689
401,396,18,3.25
402,397,59,2.889830508474576
403,398,15,2.1666666666666665
404,399,80,3.30625
405,400,3708,2.4499730312837107
406,401,67,3.1044776119402986
407,402,2516,3.2670906200317966
408,403,680,3.2536764705882355
409,404,485,3.0422680412371133
410,405,20166,3.026802538926906
411,406,123,2.7845528455284554
412,407,4809,3.5632148055728843
413,408,6514,2.8129413570770647
414,409,930,2.6129032258064515
415,410,3231,2.8098112039616217
416,411,1799,2.69455252918288
417,412,3314,3.518255884127942
418,413,690,2.699275362318841
419,414,4680,2.4797008547008548
420,415,15601,2.7554964425357347
421,416,1832,3.2778384279475983
422,417,1446,3.233402489626556
423,418,2447,3.013281569268492
424,419,803,2.7185554171855544
425,420,880,3.4732954545454544
426,421,3389,3.109176748303334
427,422,3421,2.5384390529085064
428,423,5543,3.827620422154068
429,424,1552,2.376610824742268
430,425,265,2.339622641509434
431,426,10266,3.7200467562828754
432,427,13005,2.729988465974625
433,428,1252,2.911341853035144
434,429,25769,3.0520974814699837
435,430,14828,2.5808942541138387
436,431,1338,2.6352765321375187
437,432,1856,2.5985991379310347
438,433,1088,2.695772058823529
439,434,59,2.635593220338983
440,435,19992,3.597213885554221
441,436,9667,3.7004758456604954
442,437,20850,3.094124700239808
443,438,597,3.349246231155779
444,439,1342,2.415424739195231
445,440,1928,2.8770746887966805
446,441,3887,3.904425006431696
447,442,227,2.517621145374449
448,443,3097,3.5552147239263805
449,444,704,3.448863636363636
450,445,3059,3.3470088264138607
451,446,639,3.0500782472613457
452,447,1188,3.558080808080808
453,448,988,3.104251012145749
454,449,27224,3.502314134587129
455,450,9387,2.617609459891339
456,451,1016,3.826279527559055
457,452,57073,3.969942004100013
458,453,1081,3.1554116558741905
459,454,1182,2.7766497461928936
460,455,943,2.419406150583245
461,456,908,3.3370044052863435
462,457,209,2.617224880382775
463,458,428,2.7850467289719627
464,459,3441,2.923568730020343
465,460,757,3.2655217965653898
466,461,14637,2.94401175104188
467,462,748,3.3649732620320854
468,463,7444,3.3131380977968834
469,464,1349,3.26945885841364
470,465,472,2.110169491525424
471,466,12016,3.658205725699068
472,467,726,2.871900826446281
473,468,1449,2.315389924085576
474,469,20399,3.720231383891367
475,470,9723,3.91766944358737
476,471,231,2.9956709956709955
477,472,4545,3.5506050605060504
478,473,283,2.4063604240282683
479,474,1293,2.9331013147718483
480,475,75233,3.698622944718408
481,476,5568,3.326239224137931
482,477,2769,3.41675695196822
483,478,618,3.76537216828479
484,479,788,2.7893401015228427
485,480,15028,2.819037796113921
486,481,638,2.699843260188088
487,482,642,2.605140186915888
488,483,585,3.370940170940171
489,484,3076,2.753738621586476
490,485,3292,3.356925880923451
491,486,5538,3.4081798483206933
492,487,3488,3.656106651376146
493,488,3973,3.618550213944123
494,489,12663,3.35220721787886
495,490,810,3.416049382716049
496,491,425,3.3094117647058825
497,492,14593,3.8817926403069967
498,493,389,2.8200514138817483
499,494,410,2.7695121951219512
500,495,39296,3.3921773208469057
501,496,2363,3.834109183241642
502,497,3889,2.278220622267935
503,498,142,3.0528169014084505
504,499,1218,2.976600985221675
505,500,1367,2.5109729334308706
506,501,1503,3.501996007984032
507,502,3565,3.5276297335203366
508,503,22912,3.804207402234637
509,504,17960,3.68390868596882
510,505,940,2.7617021276595746
511,506,1688,3.141291469194313
512,507,1309,2.9228418640183347
513,508,598,2.959030100334448
514,509,4795,3.448696558915537
515,510,11206,3.894565411386757
516,511,3507,3.085400627316795
517,512,3738,3.129748528624933
518,513,1260,2.699603174603175
519,514,5284,2.198713096139288
520,515,16363,3.081800403349019
521,516,2212,3.3212025316455698
522,517,1420,3.529225352112676
523,518,933,3.652733118971061
524,519,8155,3.53635806253832
525,520,179,3.377094972067039
526,521,138,3.1739130434782608
527,522,73849,4.23699034516378
528,523,932,2.773605150214592
529,524,11176,3.841982820329277
530,525,37,3.22972972972973
531,526,7845,3.5462715105162523
532,527,6200,3.06758064516129
533,528,4103,2.938825249817207
534,529,4908,3.890179299103505
535,530,5818,3.775352354761086
536,531,767,3.2809647979139505
537,532,3440,3.155668604651163
538,533,5205,3.6901056676272814
539,534,32129,3.510239970120452
540,535,5074,2.7098935750886874
541,536,46289,4.110004536714986
542,537,3722,2.8490059108006447
543,538,12764,3.231079598871827
544,539,2320,2.926293103448276
546,540,6169,2.078132598476252
547,541,871,2.8220436280137773
548,542,2904,2.8985881542699725
549,543,1453,3.887474191328286
550,544,3378,3.075636471284784
551,545,26081,3.742149457459453
552,546,13547,3.2174282128884624
553,547,16211,3.709919190673
554,548,514,3.04863813229572
555,549,17743,3.8156456067181423
556,550,1288,3.9619565217391295
558,551,1759,2.8331438317225697
559,552,55,3.0454545454545454
560,553,39,3.0641025641025643
561,554,225,3.4444444444444446
562,555,6559,3.780606799817045
563,556,358,3.4427374301675977
564,557,363,2.3608815426997247
565,558,1016,3.232775590551181
566,559,154,2.762987012987013
567,560,451,3.32039911308204
568,561,391,3.567774936061381
569,562,1727,2.9406485234510717
570,563,232,3.4418103448275863
571,564,200,3.6125
572,565,36,2.6527777777777777
573,566,211,3.436018957345972
574,567,1416,3.303319209039548
575,568,3035,2.995716639209226
576,569,25,2.42
577,570,671,2.824888226527571
579,571,41,3.024390243902439
580,572,569,3.0676625659050965
581,573,1938,3.975748194014448
582,574,135,3.337037037037037
583,575,293,3.580204778156997
584,576,27,3.074074074074074
585,577,9903,2.657528021811572
586,578,34648,3.178307550219349
587,579,32382,3.44198937681428
588,580,50442,3.707317314935966
589,581,68383,3.96204466022257
590,582,46771,3.7289559769942913
591,583,34,2.117647058823529
592,584,49789,3.409919861816867
593,585,90330,4.148367098416916
594,586,20567,3.575363446297467
595,587,41342,3.679188234724977
596,588,14721,3.481421099110115
597,589,39189,3.434522442522136
598,590,168,3.5297619047619047
599,591,3824,3.946391213389121
600,592,313,2.9680511182108624
601,593,113,3.380530973451328
602,594,334,4.004491017964072
603,595,618,2.934466019417476
604,596,6,1.9166666666666667
605,597,3685,3.2807327001356854
606,598,1569,2.5764818355640537
607,599,20,2.725
608,600,58031,4.116532542951181
609,601,2590,2.997297297297297
610,602,8208,3.3774366471734893
611,603,1951,2.518452075858534
612,604,1649,2.705579138872044
613,605,2494,3.615878107457899
614,606,162,3.1296296296296298
615,607,632,3.859177215189873
616,608,9559,3.39313735746417
617,609,573,3.585514834205933
618,610,364,2.7513736263736264
619,611,723,2.5435684647302903
620,612,47,3.3297872340425534
621,613,334,3.6092814371257487
623,614,35,3.085714285714286
625,615,30,3.25
626,616,646,2.8529411764705883
627,617,1931,3.5191610564474365
628,618,12797,3.7686567164179103
629,619,26,3.076923076923077
630,620,221,3.328054298642534
631,621,2323,2.7348256564786912
632,622,424,3.913915094339623
633,623,328,3.3582317073170733
634,624,354,2.251412429378531
635,625,1121,3.6373773416592328
636,626,38,2.9078947368421053
637,627,5960,2.8304530201342284
638,628,586,3.282423208191126
639,629,1157,2.923509075194469
640,630,3165,2.9646129541864137
641,631,109,2.426605504587156
642,632,10,1.95
643,633,23,2.217391304347826
644,634,15,2.2666666666666666
645,635,315,3.653968253968254
647,636,8207,3.533325210186426
648,637,42879,3.4111802980479955
649,638,138,3.735507246376812
650,639,1360,3.4636029411764704
651,640,45,2.522222222222222
652,641,83,3.0963855421686746
653,642,15471,3.216566479219184
654,643,16,2.9375
655,644,20,2.3
656,645,1246,2.864365971107544
657,646,42,2.583333333333333
658,647,49,3.0
659,648,562,3.758896797153025
660,649,119,3.016806722689076
661,650,11317,3.301537509940797
662,651,3037,3.2392163319064866
663,652,3384,3.3585992907801416
664,653,322,3.027950310559006
665,654,1499,3.962975316877919
666,655,198,3.457070707070707
667,656,1089,2.5192837465564737
668,657,1074,4.088454376163873
670,658,879,4.101820250284415
671,659,6524,3.674049662783568
672,660,27,2.4814814814814814
673,661,12859,2.7847033206314644
674,662,3642,2.9866831411312464
675,663,29,2.2413793103448274
676,664,28,2.5535714285714284
678,665,2739,4.069733479372034
679,666,99,3.393939393939394
680,667,1389,3.5453563714902807
681,668,381,3.5813648293963256
682,669,67,3.2313432835820897
683,670,36,2.680555555555556
684,671,26,2.5
685,672,539,3.5241187384044528
687,673,98,2.989795918367347
688,674,3030,2.585148514851485
690,675,84,3.3154761904761907
691,676,1231,3.047522339561332
692,677,931,2.324919441460795
693,678,30,3.033333333333333
694,679,2815,3.0040852575488453
695,680,848,3.1591981132075477
696,681,128,3.1484375
697,682,1159,2.7748058671268336
698,683,153,2.7745098039215685
699,684,17,2.2058823529411766
700,685,1273,3.2486252945797327
701,686,116,3.211206896551724
702,687,498,3.761044176706827
703,688,363,2.8443526170798896
704,689,1890,2.824603174603175
705,690,433,3.526558891454965
706,691,253,3.0869565217391304
707,692,4672,3.069563356164384
708,693,15472,3.388702171664943
709,694,3214,3.3069383945239577
710,695,1287,2.726107226107226
711,696,2212,2.6240958408679926
712,697,190,3.4657894736842105
713,698,137,3.416058394160584
714,699,4642,3.8804394657475223
715,700,626,3.549520766773163
716,701,319,2.9216300940438877
717,702,95,3.2157894736842105
718,703,1248,3.463141025641025
719,704,8003,2.9625140572285398
720,705,8612,4.094809568044589
721,706,18,3.0
722,707,349,3.620343839541548
723,708,39,3.269230769230769
724,709,9590,3.099165797705944
725,710,1591,2.788497800125707
726,711,543,3.1335174953959486
727,712,24,3.145833333333333
728,713,3555,3.8035161744022505
729,714,144,3.423611111111111
730,715,70,3.057142857142857
731,716,867,2.9158016147635526
732,717,237,2.80168776371308
733,718,37001,3.67106294424475
734,719,60,2.591666666666667
735,720,1301,3.518447348193697
736,721,35315,3.192043041200623
737,722,4695,2.0955271565495206
738,723,25,3.24
739,724,11,1.9545454545454544
741,725,10719,3.9867991417109807
742,726,2105,2.746080760095012
743,727,6511,2.7322223928735987
744,728,37,2.972972972972973
745,729,13944,4.095309810671257
746,730,357,3.719887955182073
747,731,1111,2.323582358235824
748,732,5607,3.168896022828607
749,733,41,2.658536585365854
750,734,32830,4.2026804751751445
751,735,178,3.446629213483146
752,736,41,2.817073170731707
753,737,514,3.296692607003891
754,738,384,2.9361979166666665
755,739,155,3.358064516129032
756,740,114,3.1973684210526314
757,741,317,3.5599369085173502
758,742,27,3.111111111111111
759,743,366,3.862021857923497
760,744,1058,3.675803402646503
761,745,3961,2.7784650340823025
762,746,10004,2.394592163134746
763,747,61,3.0491803278688523
764,748,606,3.353960396039604
765,749,5395,3.0109360518999075
766,750,1821,3.4472817133443163
767,751,301,3.5448504983388704
768,752,34,3.044117647058824
769,753,135,3.55925925925926
770,754,27,2.555555555555556
771,755,155,3.3483870967741933
772,756,35,2.9
773,757,79,3.5822784810126582
774,758,35,2.685714285714285
775,759,174,2.9885057471264367
776,760,47,2.872340425531915
777,761,32,2.875
778,762,35303,4.008880265133275
779,763,519,2.842003853564547
780,764,57224,3.3810988396477004
781,765,2143,3.420905272981801
782,766,2945,2.873005093378608
783,767,12497,3.268224373849724
784,768,16699,2.721300676687227
785,769,11611,3.288088881233313
786,770,17341,3.1391211579493685
787,771,91,3.730769230769231
788,772,22021,2.797352527133191
789,773,52,3.0865384615384617
790,774,108,3.513888888888889
791,775,113,3.584070796460177
792,776,48,2.9791666666666665
793,777,116,3.206896551724138
794,778,104,3.3846153846153846
795,779,107,3.182242990654206
796,780,46,2.967391304347826
797,781,115,3.343478260869565
798,782,3411,2.8340662562298444
799,783,6670,3.365367316341829
800,784,7322,4.053673859601202
801,785,1750,3.0077142857142856
802,786,14093,3.4571418434683885
803,787,606,3.567656765676568
804,788,2276,3.074253075571177
805,789,12809,3.694589741587946
806,790,567,3.1525573192239857
807,791,224,3.279017857142857
808,792,830,3.216265060240964
809,793,1422,2.845991561181435
810,794,2085,1.8151079136690649
812,795,37,2.45945945945946
813,796,499,2.762525050100201
814,797,12,3.125
815,798,29,2.0172413793103448
816,799,74,3.22972972972973
818,800,2962,2.619345037137069
819,801,58,3.4482758620689653
820,802,71,2.852112676056338
821,803,46,2.9456521739130435
822,804,35,3.185714285714285
823,805,180,3.386111111111111
824,806,393,3.7977099236641214
825,807,24,2.7916666666666665
826,808,24,2.25
827,809,164,3.097560975609756
828,810,1574,3.1143583227446
829,811,1937,2.6587506453278267
830,812,6921,3.0934836006357465
831,813,224,3.515625
832,814,15696,3.4425968399592253
833,815,1507,2.708692767086928
834,816,205,2.648780487804878
835,817,989,3.1764408493427703
836,818,5197,2.9058110448335577
837,819,7130,3.4511921458625525
838,820,8314,3.7704474380562902
839,821,4156,2.73327718960539
840,822,708,2.7337570621468927
841,823,872,3.698967889908257
842,824,2123,2.764013188883655
843,825,57,3.298245614035088
844,826,167,3.751497005988024
845,827,71,3.387323943661972
846,828,414,3.5096618357487923
847,829,114,2.8508771929824563
848,830,2081,3.660499759730899
849,831,8850,2.7563841807909606
850,832,273,3.5128205128205128
851,833,1730,3.495664739884393
852,834,10937,3.177562402852702
853,835,112,3.2857142857142856
854,836,241,3.703319502074689
855,837,36,2.7777777777777777
856,838,56,3.383928571428572
857,839,47,3.24468085106383
858,840,66440,4.317030403371463
859,841,15,2.333333333333333
860,842,369,3.510840108401084
861,843,2707,3.459549316586627
862,844,365,3.608219178082192
864,845,90,3.2944444444444443
865,846,100,3.29
866,847,6640,3.720406626506024
867,848,345,2.373913043478261
868,849,91,3.1263736263736264
869,850,577,3.0849220103986137
870,851,492,2.238821138211382
871,852,59,3.194915254237288
872,853,99,3.651515151515152
873,854,42,2.9761904761904763
874,855,74,3.0945945945945947
875,856,525,3.419047619047619
876,857,314,2.700636942675159
877,858,168,3.196428571428572
878,859,28,2.732142857142857
879,860,2380,2.820588235294118
880,861,5641,2.468711221414643
881,862,1183,2.8212172442941674
882,863,839,2.978545887961859
884,864,53,3.2735849056603774
885,865,653,2.66156202143951
886,866,1855,3.0485175202156336
887,867,38,2.9078947368421053
889,868,121,3.3925619834710745
890,869,30,2.9833333333333334
891,870,2211,2.5703301673450927
892,871,1406,3.721906116642959
893,872,590,3.636440677966102
894,873,37,2.824324324324324
895,874,62,2.9596774193548385
896,875,508,3.661417322834646
897,876,904,3.633849557522124
898,877,7445,4.131497649429147
899,878,12913,4.044915976148068
900,879,3332,3.779111644657863
901,880,1830,3.607650273224044
902,881,11835,3.81588508660752
903,882,19529,4.117005479031184
904,883,24883,4.226700960495117
905,884,5074,4.114603862830115
906,885,2475,4.011717171717172
907,886,950,3.917894736842105
908,887,20093,4.187254267655402
909,888,6921,4.028897558156336
910,889,13608,4.047655790711346
911,890,5117,4.034199726402189
912,891,32190,4.194516930723827
913,892,14190,4.145630725863284
914,893,11077,3.89464656495441
915,894,5858,3.895186070331171
916,895,7573,4.046414895021788
917,896,1146,3.6116928446771377
918,897,2118,3.7190745986779983
919,898,29260,3.919941900205058
920,899,16824,3.803762482168331
921,900,2487,3.77221552070768
922,901,9072,4.195767195767195
923,902,22920,4.071378708551483
924,903,35934,3.995171703678967
925,904,96,3.5104166666666665
926,905,6068,4.161090969017798
927,906,979,3.928498467824311
928,907,5879,4.0641265521347165
929,908,1121,3.809545049063337
930,909,5962,4.146511237839651
931,910,2628,3.8738584474885847
932,911,2380,3.808613445378151
933,912,5728,3.9724162011173183
934,913,3977,3.457254211717375
935,914,702,3.741452991452992
936,915,1601,3.979700187382886
937,916,580,3.6405172413793103
938,917,1823,3.5905101481075152
939,918,115,3.2956521739130435
940,919,4299,3.8700860665271
941,920,1009,3.572348860257681
942,921,3235,4.048068006182381
943,922,1846,3.799024918743229
944,923,1137,3.809586631486368
945,924,2308,4.034662045060658
946,925,1730,3.938150289017341
947,926,2097,4.023128278493085
948,927,1861,3.7270284793121977
949,928,2436,3.890188834154352
950,929,3837,4.143992702632265
951,930,4897,4.07953849295487
952,931,2595,3.4647398843930635
953,932,18374,4.039131381299662
954,933,6583,4.008810572687224
955,934,5210,4.005278310940499
956,935,391,3.479539641943734
957,936,239,3.265690376569037
958,937,106,3.1179245283018866
959,938,429,3.695804195804196
960,939,173,3.508670520231214
