userId,rating_count,rating_sum,mean_rating
234,35,121.5,3.4714285714285715
235,63,260.5,4.134920634920635
236,24,90.0,3.75
237,255,916.0,3.592156862745098
238,467,1451.0,3.107066381156317
239,596,1772.5,2.973993288590604
240,630,1977.0,3.138095238095238
241,72,243.0,3.375
242,485,1505.0,3.1030927835051547
243,41,147.0,3.5853658536585367
244,87,328.0,3.7701149425287355
245,595,2074.0,3.4857142857142858
246,42,161.0,3.8333333333333335
247,41,163.5,3.9878048780487805
248,87,356.0,4.091954022988506
249,41,174.0,4.2439024390243905
250,74,293.0,3.9594594594594597
251,52,167.0,3.2115384615384617
252,136,559.0,4.110294117647059
253,53,246.0,4.6415094339622645
254,108,364.0,3.3703703703703702
255,74,298.5,4.033783783783784
256,38,142.0,3.736842105263158
257,30,110.5,3.683333333333333
258,209,758.5,3.6291866028708135
259,59,224.0,3.7966101694915255
260,178,592.5,3.3286516853932584
261,78,154.5,1.9807692307692308
262,36,115.5,3.2083333333333335
263,57,190.0,3.3333333333333335
264,32,115.0,3.59375
265,2434,8478.5,3.4833607230895645
266,23,92.0,4.0
267,48,152.0,3.1666666666666665
268,853,1981.0,2.3223915592028135
269,49,164.5,3.357142857142857
270,83,317.0,3.819277108433735
271,105,374.0,3.5619047619047617
272,125,426.0,3.408
273,125,478.0,3.824
274,95,346.0,3.642105263157895
275,25,88.5,3.54
276,28,93.0,3.3214285714285716
277,139,527.0,3.79136690647482
278,196,823.0,4.198979591836735
279,52,193.0,3.7115384615384617
280,116,478.5,4.125
281,30,115.0,3.8333333333333335
282,116,514.0,4.431034482758621
283,525,1865.0,3.552380952380952
284,28,109.0,3.892857142857143
285,61,262.0,4.295081967213115
286,49,222.5,4.540816326530612
287,331,1447.0,4.371601208459214
288,22,76.0,3.4545454545454546
289,53,213.0,4.018867924528302
290,76,223.0,2.9342105263157894
291,103,416.5,4.043689320388349
292,96,342.0,3.5625
293,356,1391.0,3.907303370786517
294,49,122.0,2.489795918367347
295,35,101.0,2.8857142857142857
296,88,292.0,3.3181818181818183
297,20,89.0,4.45
298,153,591.5,3.866013071895425
299,333,1213.0,3.6426426426426426
300,67,205.0,3.0597014925373136
301,58,209.0,3.603448275862069
302,79,334.5,4.234177215189874
303,292,1149.0,3.934931506849315
304,191,624.0,3.2670157068062826
305,62,250.0,4.032258064516129
306,25,88.0,3.52
307,49,156.0,3.183673469387755
308,34,135.5,3.985294117647059
309,23,74.0,3.217391304347826
310,21,86.0,4.095238095238095
311,607,1671.5,2.753706754530478
312,102,361.0,3.5392156862745097
313,88,305.0,3.465909090909091
314,20,85.0,4.25
315,38,131.0,3.4473684210526314
316,113,222.0,1.9646017699115044
317,81,345.0,4.2592592592592595
318,85,420.0,4.9411764705882355
319,49,177.0,3.6122448979591835
320,670,2764.0,4.125373134328358
321,41,97.5,2.3780487804878048
322,73,290.0,3.9726027397260273
323,155,505.0,3.2580645161290325
324,108,375.5,3.4768518518518516
325,189,721.5,3.8174603174603177
326,599,1695.5,2.830550918196995
327,96,370.0,3.8541666666666665
328,931,3869.5,4.156283566058002
329,41,158.5,3.8658536585365852
330,37,123.0,3.324324324324324
331,47,179.0,3.8085106382978724
332,119,404.5,3.399159663865546
333,223,737.5,3.307174887892377
334,23,76.0,3.3043478260869565
335,206,764.0,3.70873786407767
336,374,1140.5,3.049465240641711
337,908,3243.5,3.572136563876652
338,517,1778.0,3.4390715667311413
339,30,135.0,4.5
340,141,411.5,2.9184397163120566
341,621,1973.0,3.177133655394525
342,128,488.0,3.8125
343,32,148.5,4.640625
344,565,1432.0,2.534513274336283
345,97,344.5,3.551546391752577
346,322,1253.0,3.891304347826087
347,273,811.0,2.970695970695971
348,440,1546.0,3.5136363636363637
349,74,254.0,3.4324324324324325
350,30,104.5,3.4833333333333334
351,100,324.0,3.24
352,75,329.5,4.3933333333333335
353,69,254.0,3.681159420289855
354,1262,4640.0,3.676703645007924
355,389,1381.0,3.55012853470437
356,53,220.0,4.150943396226415
357,20,72.0,3.6
358,222,732.5,3.2995495495495497
359,59,265.0,4.491525423728813
360,1084,3508.5,3.2366236162361623
361,53,184.0,3.4716981132075473
362,46,203.5,4.423913043478261
363,20,62.0,3.1
364,76,266.0,3.5
365,245,906.0,3.6979591836734693
366,20,47.5,2.375
367,128,436.0,3.40625
368,828,2469.5,2.982487922705314
369,68,247.0,3.6323529411764706
370,48,155.5,3.2395833333333335
371,25,84.0,3.36
372,202,751.0,3.717821782178218
373,83,336.5,4.054216867469879
374,49,182.0,3.7142857142857144
375,26,92.5,3.5576923076923075
376,28,120.0,4.285714285714286
377,90,375.0,4.166666666666667
378,522,1920.0,3.67816091954023
379,242,933.0,3.855371900826446
380,115,445.0,3.869565217391304
381,23,94.0,4.086956521739131
382,38,158.0,4.157894736842105
383,37,125.0,3.3783783783783785
384,21,67.5,3.2142857142857144
385,27,91.5,3.388888888888889
386,62,278.5,4.491935483870968
387,297,918.5,3.0925925925925926
388,56,229.0,4.089285714285714
389,120,449.5,3.745833333333333
390,448,1618.0,3.611607142857143
391,195,834.0,4.276923076923077
392,135,479.5,3.551851851851852
393,56,229.5,4.098214285714286
394,37,123.5,3.3378378378378377
395,529,1793.5,3.390359168241966
396,163,761.5,4.671779141104294
397,92,350.0,3.8043478260869565
398,497,1874.5,3.771629778672032
399,60,250.5,4.175
400,101,331.0,3.277227722772277
401,205,776.0,3.7853658536585364
402,108,429.0,3.9722222222222223
403,79,287.5,3.6392405063291138
404,84,376.5,4.482142857142857
405,59,207.5,3.516949152542373
406,21,74.0,3.5238095238095237
407,205,669.0,3.2634146341463413
408,70,305.5,4.364285714285714
409,24,86.0,3.5833333333333335
410,298,1113.0,3.7348993288590604
411,145,534.5,3.6862068965517243
412,27,103.0,3.814814814814815
413,33,125.5,3.803030303030303
414,78,323.0,4.141025641025641
415,30,115.0,3.8333333333333335
416,29,119.0,4.103448275862069
417,300,1212.0,4.04
418,27,101.0,3.740740740740741
419,76,290.0,3.8157894736842106
420,167,595.0,3.562874251497006
421,165,628.0,3.806060606060606
422,51,187.0,3.6666666666666665
423,118,366.0,3.1016949152542375
424,643,2514.5,3.9105754276827374
425,155,550.0,3.5483870967741935
426,31,128.0,4.129032258064516
427,27,93.0,3.4444444444444446
428,56,200.0,3.5714285714285716
429,22,96.0,4.363636363636363
430,920,3010.5,3.2722826086956522
431,337,1088.5,3.2299703264094957
432,104,391.0,3.7596153846153846
433,186,694.5,3.7338709677419355
434,24,88.5,3.6875
435,75,337.0,4.493333333333333
436,64,230.0,3.59375
437,563,1982.0,3.520426287744227
438,314,1496.5,4.765923566878981
439,50,184.0,3.68
440,38,137.0,3.6052631578947367
441,149,611.5,4.104026845637584
442,75,191.5,2.5533333333333332
443,45,158.0,3.511111111111111
444,24,101.0,4.208333333333333
445,24,84.0,3.5
446,55,233.0,4.236363636363636
447,1096,3590.0,3.2755474452554743
448,92,356.0,3.869565217391304
449,103,343.0,3.3300970873786406
450,125,463.5,3.708
451,77,271.0,3.5194805194805197
452,34,129.0,3.7941176470588234
453,111,420.5,3.7882882882882885
454,165,543.5,3.293939393939394
455,37,101.0,2.72972972972973
456,81,280.5,3.462962962962963
457,288,1153.5,4.005208333333333
458,73,300.0,4.109589041095891
459,190,733.5,3.860526315789474
460,217,756.5,3.486175115207373
461,48,200.0,4.166666666666667
462,28,109.0,3.892857142857143
463,23,92.5,4.021739130434782
464,20,97.0,4.85
465,29,105.0,3.6206896551724137
466,214,856.5,4.002336448598131
467,37,111.5,3.0135135135135136
468,262,959.0,3.6603053435114505
469,50,190.0,3.8
470,41,184.0,4.487804878048781
471,22,64.0,2.909090909090909
472,186,581.0,3.1236559139784945
473,137,488.5,3.565693430656934
474,37,177.0,4.783783783783784
475,104,403.5,3.8798076923076925
476,51,188.0,3.6862745098039214
477,37,118.5,3.2027027027027026
478,889,2377.5,2.6743532058492687
479,397,1679.5,4.230478589420655
480,116,430.0,3.706896551724138
481,409,1210.5,2.9596577017114916
482,109,375.0,3.4403669724770642
483,321,1243.0,3.872274143302181
484,42,125.0,2.9761904761904763
485,54,216.0,4.0
486,126,450.0,3.5714285714285716
487,51,212.5,4.166666666666667
488,56,213.0,3.8035714285714284
489,145,463.0,3.193103448275862
490,91,296.0,3.2527472527472527
491,46,125.5,2.7282608695652173
492,20,50.5,2.525
493,28,121.5,4.339285714285714
494,28,77.0,2.75
495,232,886.0,3.8189655172413794
496,30,128.5,4.283333333333333
497,30,133.5,4.45
498,173,609.0,3.520231213872832
499,23,78.5,3.4130434782608696
500,62,243.5,3.9274193548387095
501,35,152.5,4.357142857142857
502,41,126.0,3.073170731707317
503,340,1408.5,4.142647058823529
504,495,1776.0,3.587878787878788
505,115,510.0,4.434782608695652
506,39,177.5,4.551282051282051
507,23,94.5,4.108695652173913
508,127,479.0,3.7716535433070866
509,64,303.5,4.7421875
510,40,184.0,4.6
511,399,1480.5,3.710526315789474
512,35,139.5,3.9857142857142858
513,64,200.0,3.125
514,111,407.0,3.6666666666666665
515,25,91.0,3.64
516,162,552.5,3.4104938271604937
517,37,126.0,3.4054054054054053
518,24,112.0,4.666666666666667
519,32,133.5,4.171875
520,128,295.0,2.3046875
521,119,499.5,4.197478991596639
522,53,204.5,3.858490566037736
523,20,89.0,4.45
524,41,171.0,4.170731707317073
525,244,1071.0,4.389344262295082
526,57,233.0,4.087719298245614
527,1313,4416.0,3.3632901751713633
528,25,96.5,3.86
529,36,129.0,3.5833333333333335
530,801,2692.5,3.3614232209737827
531,78,334.5,4.288461538461538
532,103,289.5,2.8106796116504853
533,412,1656.0,4.019417475728155
534,30,52.0,1.7333333333333334
535,156,593.0,3.801282051282051
536,243,731.0,3.0082304526748973
537,195,716.5,3.674358974358974
538,201,809.5,4.027363184079602
539,136,389.5,2.863970588235294
540,97,400.0,4.123711340206185
541,96,339.5,3.5364583333333335
542,375,1117.5,2.98
543,22,79.0,3.590909090909091
544,57,181.0,3.175438596491228
545,300,1267.0,4.223333333333334
546,126,485.0,3.8492063492063493
547,1029,3021.0,2.935860058309038
548,50,218.5,4.37
549,83,291.0,3.5060240963855422
550,357,1179.0,3.302521008403361
551,809,2769.5,3.42336217552534
552,24,104.5,4.354166666666667
553,51,173.0,3.392156862745098
554,20,62.5,3.125
555,36,112.0,3.111111111111111
556,373,485.5,1.301608579088472
557,143,512.0,3.5804195804195804
558,36,115.5,3.2083333333333335
559,35,139.0,3.9714285714285715
560,413,1803.5,4.36682808716707
561,62,253.0,4.080645161290323
562,52,188.0,3.6153846153846154
563,39,150.0,3.8461538461538463
564,287,998.0,3.4773519163763065
565,586,2170.5,3.703924914675768
566,29,129.0,4.448275862068965
567,301,1075.0,3.5714285714285716
568,190,723.5,3.807894736842105
569,164,524.5,3.198170731707317
570,21,76.0,3.619047619047619
571,78,291.0,3.730769230769231
572,102,431.0,4.2254901960784315
573,28,129.0,4.607142857142857
574,164,598.5,3.649390243902439
575,45,181.5,4.033333333333333
576,36,148.0,4.111111111111111
577,121,462.0,3.8181818181818183
578,54,161.0,2.9814814814814814
579,39,173.0,4.435897435897436
580,144,571.0,3.9652777777777777
581,31,102.0,3.2903225806451615
582,69,267.0,3.869565217391304
583,184,605.0,3.2880434782608696
584,21,80.0,3.8095238095238093
585,31,101.5,3.274193548387097
586,35,144.5,4.128571428571429
587,710,2653.0,3.7366197183098593
588,1021,3211.0,3.144955925563173
589,26,98.0,3.769230769230769
590,50,192.0,3.84
591,39,148.5,3.8076923076923075
592,102,355.0,3.480392156862745
593,305,678.0,2.222950819672131
594,74,333.0,4.5
595,71,242.0,3.408450704225352
596,82,285.0,3.475609756097561
597,40,156.0,3.9
598,117,365.5,3.123931623931624
599,97,370.0,3.814432989690722
600,569,2187.0,3.843585237258348
601,47,167.5,3.5638297872340425
602,40,149.0,3.725
603,76,239.0,3.1447368421052633
604,157,551.5,3.5127388535031847
605,21,67.5,3.2142857142857144
606,78,275.0,3.5256410256410255
607,34,124.0,3.6470588235294117
608,23,96.0,4.173913043478261
609,84,288.0,3.4285714285714284
610,394,670.0,1.700507614213198
611,20,75.5,3.775
612,39,140.0,3.58974358974359
613,99,439.0,4.434343434343434
614,482,1884.5,3.909751037344398
615,21,95.0,4.523809523809524
616,84,328.5,3.9107142857142856
617,50,155.0,3.1
618,31,116.5,3.7580645161290325
619,44,173.0,3.9318181818181817
620,54,223.0,4.12962962962963
621,62,240.0,3.870967741935484
622,246,881.5,3.5833333333333335
623,74,303.0,4.094594594594595
624,68,190.0,2.7941176470588234
625,21,84.0,4.0
626,51,177.5,3.480392156862745
627,564,2023.0,3.5868794326241136
628,26,98.0,3.769230769230769
629,24,112.5,4.6875
630,29,105.5,3.6379310344827585
631,373,1236.0,3.3136729222520107
632,458,1580.5,3.4508733624454146
633,259,822.0,3.1737451737451736
634,587,2376.0,4.047700170357751
635,59,209.0,3.542372881355932
636,39,178.5,4.576923076923077
637,218,697.5,3.19954128440367
638,202,724.0,3.5841584158415842
639,36,135.0,3.75
640,40,176.0,4.4
641,91,293.5,3.2252747252747254
642,29,121.0,4.172413793103448
643,61,219.0,3.5901639344262297
644,28,97.0,3.4642857142857144
645,100,352.0,3.52
646,88,342.0,3.8863636363636362
647,138,576.5,4.177536231884058
648,70,292.5,4.178571428571429
649,243,590.0,2.42798353909465
650,24,87.0,3.625
651,147,445.5,3.0306122448979593
652,65,235.0,3.6153846153846154
653,22,105.0,4.7727272727272725
654,40,137.0,3.425
655,1376,4482.0,3.2572674418604652
656,101,391.5,3.876237623762376
657,48,183.0,3.8125
658,175,692.0,3.954285714285714
659,30,122.0,4.066666666666666
660,57,202.5,3.5526315789473686
661,1440,5213.5,3.620486111111111
662,45,181.0,4.022222222222222
663,39,159.5,4.089743589743589
664,50,169.0,3.38
665,54,205.5,3.8055555555555554
666,253,1007.0,3.9802371541501977
667,49,171.0,3.489795918367347
668,162,695.0,4.290123456790123
669,20,65.0,3.25
670,57,204.5,3.587719298245614
671,153,562.0,3.673202614379085
672,40,167.0,4.175
673,580,2078.5,3.5836206896551723
674,43,105.5,2.453488372093023
675,43,166.5,3.872093023255814
676,88,364.5,4.142045454545454
677,43,153.5,3.5697674418604652
678,37,144.0,3.891891891891892
679,34,145.5,4.279411764705882
680,154,522.0,3.3896103896103895
681,21,102.5,4.880952380952381
682,91,310.0,3.4065934065934065
683,451,1759.0,3.9002217294900223
684,96,353.0,3.6770833333333335
685,58,238.5,4.112068965517241
686,102,366.5,3.593137254901961
687,525,1683.0,3.2057142857142855
688,76,270.5,3.5592105263157894
689,27,89.0,3.2962962962962963
690,82,293.0,3.573170731707317
691,315,1172.0,3.7206349206349207
692,148,543.0,3.668918918918919
693,24,86.0,3.5833333333333335
694,20,67.0,3.35
695,618,1891.5,3.0606796116504853
696,57,234.0,4.105263157894737
697,58,230.0,3.9655172413793105
698,284,994.5,3.5017605633802815
699,122,516.0,4.229508196721311
700,24,76.0,3.1666666666666665
701,285,992.0,3.480701754385965
702,1113,3642.0,3.2722371967654986
703,61,198.0,3.2459016393442623
704,225,844.0,3.7511111111111113
705,155,611.0,3.9419354838709677
706,58,216.0,3.7241379310344827
707,470,1479.0,3.146808510638298
708,100,384.0,3.84
709,164,578.0,3.524390243902439
710,35,109.5,3.1285714285714286
711,708,2673.0,3.7754237288135593
712,199,731.5,3.6758793969849246
713,205,794.5,3.875609756097561
714,75,348.5,4.6466666666666665
715,38,121.0,3.1842105263157894
716,110,465.0,4.2272727272727275
717,184,464.5,2.5244565217391304
718,21,88.0,4.190476190476191
719,41,143.0,3.4878048780487805
720,24,100.0,4.166666666666667
721,231,843.0,3.6493506493506493
722,430,1419.0,3.3
723,99,306.0,3.090909090909091
724,209,636.0,3.0430622009569377
725,225,427.0,1.8977777777777778
726,76,335.0,4.407894736842105
727,20,79.5,3.975
728,35,119.0,3.4
729,62,260.5,4.201612903225806
730,30,122.0,4.066666666666666
731,29,107.0,3.689655172413793
732,27,90.5,3.3518518518518516
733,329,1196.0,3.635258358662614
734,21,77.5,3.6904761904761907
735,53,225.5,4.254716981132075
736,139,566.5,4.075539568345324
737,480,1466.5,3.0552083333333333
738,126,426.5,3.384920634920635
739,33,112.0,3.393939393939394
740,100,406.5,4.065
741,80,311.5,3.89375
742,35,94.0,2.6857142857142855
743,173,595.0,3.439306358381503
744,147,545.5,3.7108843537414966
745,451,1809.0,4.011086474501108
746,143,534.0,3.734265734265734
747,20,71.0,3.55
748,129,526.0,4.077519379844961
749,145,599.5,4.13448275862069
750,230,795.0,3.4565217391304346
751,53,204.5,3.858490566037736
752,21,63.5,3.0238095238095237
753,28,83.0,2.9642857142857144
754,68,181.0,2.661764705882353
755,23,63.0,2.739130434782609
756,61,209.0,3.4262295081967213
757,460,1508.0,3.2782608695652176
758,29,103.0,3.5517241379310347
759,71,263.0,3.704225352112676
760,20,71.0,3.55
761,23,84.0,3.652173913043478
762,214,581.5,2.717289719626168
763,165,539.0,3.2666666666666666
764,70,233.0,3.3285714285714287
765,80,277.0,3.4625
766,95,310.0,3.263157894736842
767,27,120.0,4.444444444444445
768,120,470.0,3.9166666666666665
769,56,234.0,4.178571428571429
770,82,302.0,3.682926829268293
771,29,92.5,3.189655172413793
772,21,79.0,3.761904761904762
773,39,123.0,3.1538461538461537
774,29,112.0,3.8620689655172415
775,72,287.0,3.986111111111111
776,94,350.5,3.728723404255319
777,36,171.0,4.75
778,292,1225.0,4.195205479452055
779,81,348.0,4.296296296296297
780,116,520.0,4.482758620689655
781,86,334.0,3.883720930232558
782,24,91.0,3.7916666666666665
783,21,76.0,3.619047619047619
784,439,2025.0,4.612756264236902
785,141,597.0,4.23404255319149
786,38,110.5,2.9078947368421053
787,22,59.0,2.6818181818181817
788,21,79.0,3.761904761904762
789,21,79.0,3.761904761904762
790,29,119.5,4.120689655172414
791,53,253.0,4.773584905660377
792,30,109.0,3.6333333333333333
793,22,58.5,2.659090909090909
794,34,124.5,3.661764705882353
795,31,118.0,3.806451612903226
796,100,402.0,4.02
797,23,75.0,3.260869565217391
798,666,2422.0,3.6366366366366365
799,20,75.0,3.75
800,25,79.5,3.18
801,28,114.0,4.071428571428571
802,96,350.5,3.6510416666666665
803,393,1127.5,2.8689567430025447
804,45,180.5,4.011111111111111
805,68,291.0,4.279411764705882
806,21,85.0,4.0476190476190474
807,120,515.0,4.291666666666667
808,20,54.5,2.725
809,22,75.0,3.409090909090909
810,828,3035.5,3.6660628019323673
811,140,522.0,3.7285714285714286
812,26,101.0,3.8846153846153846
813,41,171.5,4.182926829268292
814,49,201.0,4.1020408163265305
815,481,1587.0,3.2993762993762994
816,118,398.0,3.3728813559322033
817,54,215.0,3.9814814814814814
818,21,83.0,3.9523809523809526
819,24,92.5,3.8541666666666665
820,105,481.0,4.580952380952381
821,79,219.5,2.778481012658228
822,68,265.0,3.8970588235294117
823,26,90.0,3.4615384615384617
824,67,269.0,4.014925373134329
825,47,196.5,4.180851063829787
826,25,90.0,3.6
827,288,925.5,3.2135416666666665
828,29,116.0,4.0
829,83,342.0,4.120481927710843
830,106,315.0,2.9716981132075473
831,398,1278.5,3.2123115577889445
832,28,108.0,3.857142857142857
833,537,1845.5,3.436685288640596
834,36,165.0,4.583333333333333
835,58,216.0,3.7241379310344827
836,93,356.0,3.827956989247312
837,56,198.0,3.5357142857142856
838,267,1094.5,4.099250936329588
839,38,164.5,4.328947368421052
840,98,343.0,3.5
841,164,695.0,4.237804878048781
842,21,80.5,3.8333333333333335
843,72,262.0,3.638888888888889
844,20,75.5,3.775
845,136,413.0,3.036764705882353
846,127,476.5,3.751968503937008
847,211,924.0,4.37914691943128
848,462,1695.0,3.668831168831169
849,35,163.0,4.6571428571428575
850,69,273.0,3.9565217391304346
851,41,134.0,3.268292682926829
852,54,221.5,4.101851851851852
853,32,83.0,2.59375
854,356,1430.0,4.01685393258427
855,50,242.0,4.84
856,128,451.0,3.5234375
857,121,462.0,3.8181818181818183
858,275,984.5,3.58
859,32,115.5,3.609375
860,65,256.5,3.9461538461538463
861,174,566.5,3.2557471264367814
862,108,415.5,3.8472222222222223
863,313,1223.5,3.9089456869009584
864,542,1881.0,3.470479704797048
865,340,1442.0,4.241176470588235
866,256,1005.0,3.92578125
867,41,170.5,4.158536585365853
868,184,766.0,4.163043478260869
