movieId,title,release_year,genres,director,tmdbId,poster_path,rich_content_fields
23,Assassins,1995.0,Action|Adventure|Crime|Thriller,Richard Donner,9691.0,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,5
24,Powder,1995.0,Drama|Fantasy,Victor Salva,12665.0,/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,5
25,Leaving Las Vegas,1995.0,Drama|Romance,Mike Figgis,451.0,/wIfP6uLXD9Ptu68SyRx8WuSNNSK.jpg,5
26,Othello,1995.0,Drama,Oliver Parker,16420.0,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,5
27,Now and Then,1995.0,Comedy|Drama|Romance,Lesli Linka Glatter,9263.0,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,5
28,Persuasion,1995.0,Drama|Romance,Roger Michell,17015.0,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,5
29,The City of Lost Children,1995.0,Fantasy|Science Fiction|Adventure,Marc Caro,902.0,/zwTqStZ0wCDoi5hD1wZjJjUKtFq.jpg,5
30,Shanghai Triad,1995.0,Drama|Crime,Zhang Yimou,37557.0,/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,5
31,Dangerous Minds,1995.0,Drama,John N. Smith,9909.0,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,5
32,Twelve Monkeys,1995.0,Science Fiction|Thriller|Mystery,Terry Gilliam,63.0,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,5
33,Wings of Courage,1995.0,Romance|Adventure,Jean-Jacques Annaud,78802.0,/zoxqNb6v55C35DDqNn03Grzhzgr.jpg,3
34,Babe,1995.0,Fantasy|Drama|Comedy|Family,Chris Noonan,9598.0,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,5
35,Carrington,1995.0,History|Drama|Romance,Christopher Hampton,47018.0,/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,5
36,Dead Man Walking,1995.0,Drama,Tim Robbins,687.0,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,4
37,Across the Sea of Time,1995.0,Adventure|History|Drama|Family,Stephen Low,139405.0,,4
38,It Takes Two,1995.0,Comedy|Family|Romance,Andy Tennant,33689.0,/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,5
39,Clueless,1995.0,Comedy|Romance,Amy Heckerling,9603.0,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,5
40,"Cry, the Beloved Country",1995.0,Drama,Darrell James Roodt,34615.0,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,4
41,Richard III,1995.0,Drama|War,Richard Loncraine,31174.0,/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,5
42,Dead Presidents,1995.0,Crime|Drama|Action,Albert Hughes,11443.0,/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,5
43,Restoration,1995.0,Drama|Romance,Michael Hoffman,35196.0,/glOCWK6AMl6FVHxLikl5OD8xw2B.jpg,5
44,Mortal Kombat,1995.0,Action|Fantasy,Paul W. S. Anderson,9312.0,/9YhpvhhvLrtL1wlwEfpVL16GI9d.jpg,5
45,To Die For,1995.0,Drama|Comedy|Crime,Gus Van Sant,577.0,/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,5
46,How to Make an American Quilt,1995.0,Drama|Romance,Jocelyn Moorhouse,11861.0,/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,5
47,Se7en,1995.0,Crime|Mystery|Thriller,David Fincher,807.0,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,5
48,Pocahontas,1995.0,Adventure|Animation|Family|Romance,Mike Gabriel,10530.0,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,5
49,When Night Is Falling,1995.0,Drama|Romance,Patricia Rozema,8391.0,/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,5
50,The Usual Suspects,1995.0,Drama|Crime|Thriller,Bryan Singer,629.0,/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,5
51,Guardian Angel,1994.0,Action|Thriller|Drama,Richard W. Munchkin,117164.0,/AoRBM85EbRY9U0jtgy88DtV99Jl.jpg,5
52,Mighty Aphrodite,1995.0,Comedy|Romance,Woody Allen,11448.0,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,5
53,Lamerica,1994.0,Drama,Gianni Amelio,49133.0,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,3
54,The Big Green,1995.0,Family|Comedy,Holly Goldberg Sloan,26441.0,/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,5
55,Georgia,1995.0,Drama,Ulu Grosbard,97406.0,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,5
56,Kids of the Round Table,1995.0,Family|Fantasy|Comedy|Adventure,Robert Tinnell,124057.0,/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg,4
57,Home for the Holidays,1995.0,Comedy|Drama|Romance,Jodie Foster,9089.0,/3zqlKdOttWyExzopVxglz50Vjxq.jpg,5
58,The Postman,1994.0,Comedy|Drama|Romance,Michael Radford,11010.0,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,5
59,The Confessional,1995.0,Thriller|Drama|Mystery,Robert Lepage,99040.0,/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg,4
60,The Indian in the Cupboard,1995.0,Adventure|Family|Fantasy,Frank Oz,11359.0,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,5
61,Eye for an Eye,1996.0,Thriller|Drama,John Schlesinger,17182.0,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,5
62,Mr. Holland's Opus,1995.0,Drama|Music,Stephen Herek,2054.0,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,5
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0,Comedy|Crime,Paris Barclay,10607.0,/9gqMAFr81RCHzjUDUuDT2CllbTD.jpg,5
64,Two If by Sea,1996.0,Comedy|Romance,Bill Bennett,19760.0,/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,5
65,Bio-Dome,1996.0,Comedy,Jason Bloom,9536.0,/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,5
66,Lawnmower Man 2: Beyond Cyberspace,1996.0,Science Fiction|Horror|Action|Thriller,Farhad Mann,11525.0,/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,5
67,Two Bits,1995.0,Drama|Family,James Foley,40628.0,/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg,4
68,French Twist,1995.0,Comedy|Romance,Josiane Balasko,4482.0,/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,5
69,Friday,1995.0,Comedy|Drama,F. Gary Gray,10634.0,/3Ya1RurP2NqaYoiok4DmfO41rCC.jpg,5
70,From Dusk Till Dawn,1996.0,Horror|Action|Crime,Robert Rodriguez,755.0,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,5
71,Fair Game,1995.0,Action,Andrew Sipes,11859.0,/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,5
72,Kicking and Screaming,1995.0,Comedy|Drama|Romance,Noah Baumbach,28387.0,/ynAtSpTou7snNOq32djzILw9VCA.jpg,5
73,Les Miserables,1995.0,Drama|History,Claude Lelouch,48750.0,/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,5
74,Bed of Roses,1996.0,Drama|Romance,Michael Goldenberg,20927.0,/zCXvHCEm8334d0d646ldDkXnKws.jpg,5
75,Big Bully,1996.0,Comedy,Steve Miner,36929.0,/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,5
76,Screamers,1995.0,Horror|Science Fiction|War,Christian Duguay,9102.0,/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,5
77,Nico Icon,1995.0,Documentary,Susanne Ofteringer,124626.0,/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,3
78,The Crossing Guard,1995.0,Drama|Thriller,Sean Penn,27526.0,/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,5
79,The Juror,1996.0,Thriller|Crime,Brian Gibson,9623.0,/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,5
80,The White Balloon,1995.0,Drama|Family,Jafar Panahi,46785.0,/bamJR4MwtQDMdWkjVAPojfwOjY4.jpg,4
81,Things to Do in Denver When You're Dead,1995.0,Drama|Crime,Gary Fleder,400.0,/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,5
82,Antonia's Line,1995.0,Drama|Comedy,Marleen Gorris,880.0,/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,5
83,Once Upon a Time... When We Were Colored,1996.0,Romance|Drama,Tim Reid,146599.0,/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,4
84,Last Summer in the Hamptons,1995.0,Comedy|Drama,Henry Jaglom,188588.0,/g3m93gROYRRgu7lyQPzrka612uK.jpg,4
85,Angels and Insects,1995.0,Drama|Romance,Philip Haas,8447.0,/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,5
86,White Squall,1996.0,Drama|Adventure,Ridley Scott,10534.0,/5xF4qy44Lvv68glS7eHWH7laTqt.jpg,5
87,Dunston Checks In,1996.0,Family|Comedy|Adventure,Ken Kwapis,17414.0,/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,5
88,Black Sheep,1996.0,Comedy,Penelope Spheeris,13997.0,/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,5
89,Nick of Time,1995.0,Thriller|Crime|Action,John Badham,2086.0,/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,5
90,The Journey of August King,1995.0,Drama,John Duigan,61548.0,/1kWPXnCyUo20QCrv8lwQhTFPj9f.jpg,3
92,Mary Reilly,1996.0,Drama|Horror|Thriller,Stephen Frears,9095.0,/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,5
93,Vampire in Brooklyn,1995.0,Comedy|Horror|Romance|Fantasy,Wes Craven,12158.0,/fodPA5x3REtOwColG17CucreZqM.jpg,5
94,Beautiful Girls,1996.0,Comedy|Drama|Romance,Ted Demme,9283.0,/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,5
95,Broken Arrow,1996.0,Action|Thriller,John Woo,9208.0,/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,5
96,In the Bleak Midwinter,1995.0,Comedy,Kenneth Branagh,40154.0,/eUrv3E65orbuPnFikjpjso4TVBN.jpg,5
97,La Haine,1995.0,Drama,Mathieu Kassovitz,406.0,/hY4exng4s29RzDbtQInjx9MA3PZ.jpg,5
98,Shopping,1994.0,Crime|Drama|Action,Paul W. S. Anderson,45549.0,/jiIQO8UWyvVkdJEujb6VWKUBzaz.jpg,5
99,Heidi Fleiss: Hollywood Madam,1995.0,Documentary,Nick Broomfield,63076.0,/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,5
100,City Hall,1996.0,Drama|Thriller,Harold Becker,11062.0,/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg,5
101,Bottle Rocket,1996.0,Comedy|Crime|Drama,Wes Anderson,13685.0,/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,5
102,Mr. Wrong,1996.0,Comedy|Romance,Nick Castle,47475.0,/csSkKS6rcGjG8jjpwKZPVCD7Kiq.jpg,4
103,Unforgettable,1996.0,Thriller|Mystery|Science Fiction,John Dahl,2045.0,/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,5
104,Happy Gilmore,1996.0,Comedy,Dennis Dugan,9614.0,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,5
105,The Bridges of Madison County,1995.0,Drama|Romance,Clint Eastwood,688.0,/aCBrhOQjhG397GLkEZ49zReQEKX.jpg,5
106,Nobody Loves Me,1994.0,Drama|Comedy|Family,Doris Dörrie,11907.0,/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,4
107,Muppet Treasure Island,1996.0,Romance|Adventure|Comedy|Family,Brian Henson,10874.0,/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,5
108,Catwalk,1995.0,Documentary,Robert Leacock,89333.0,/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,4
109,Headless Body in Topless Bar,1995.0,Crime,James Bruce,96357.0,/tmYFCTwTLh7WW9dY4cuDF8gqLRC.jpg,4
110,Braveheart,1995.0,Action|Drama|History|War,Mel Gibson,197.0,/or1gBugydmjToAEq7OZY0owwFk.jpg,5
111,Taxi Driver,1976.0,Crime|Drama,Martin Scorsese,103.0,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,5
112,Rumble in the Bronx,1995.0,Crime|Action|Comedy|Thriller,Stanley Tong Gwai-Lai,33542.0,/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,5
113,Before and After,1996.0,Crime|Drama|Mystery,Barbet Schroeder,43566.0,/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,5
114,Margaret's Museum,1995.0,Drama,Mort Ransen,71754.0,/ulhih7Th6S9zuhR5kOiVdCm8Il4.jpg,5
115,Happiness Is in the Field,1995.0,Comedy,Étienne Chatiliez,43612.0,/tjHn19RpFMBmzQx58SBO40nLvhu.jpg,4
116,Anne Frank Remembered,1995.0,Documentary,Jon Blair,51352.0,/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,5
117,The Young Poisoner's Handbook,1995.0,Comedy|Crime|Drama,Benjamin Ross,16934.0,/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,5
118,If Lucy Fell,1996.0,Comedy|Romance,Eric Schaeffer,10324.0,/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,5
119,Steal Big Steal Little,1995.0,Comedy|Drama,Andrew Davis,78406.0,/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,5
120,Race the Sun,1996.0,Adventure|Comedy|Drama,Charles T. Kanganis,55731.0,/jQA7TXgmEi35Zab6fHQ8VZ7Zhfn.jpg,5
121,The Boys of St. Vincent,1994.0,Drama|Crime,John N. Smith,32119.0,/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg,5
122,Boomerang,1992.0,Comedy|Romance,Reginald Hudlin,11066.0,/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg,5
123,Chungking Express,1994.0,Drama|Comedy|Romance,Wong Kar-Wai,11104.0,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,5
124,The Star Maker,1995.0,Drama|Romance,Giuseppe Tornatore,37975.0,/xa3IfslUY5hjIWFb3Z2Ofq37KHF.jpg,4
125,Flirting with Disaster,1996.0,Comedy,David O. Russell,2074.0,/uIcgXQYm2eqguUaYdbolQ4LWpMy.jpg,5
126,The NeverEnding Story III,1994.0,Family|Fantasy|Adventure|Comedy,Peter MacDonald,27793.0,/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,5
127,The Silences of the Palace,1994.0,Drama,Moufida Tlatli,44284.0,/c8QQRaI3k3LNUqYKmlKldhLpgYK.jpg,4
128,Jupiter's Wife,1995.0,Documentary,Michel Negroponte,290157.0,/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg,4
129,Pie in the Sky,1996.0,Comedy|Romance,Bryan Gordon,110972.0,/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,5
130,Angela,1996.0,Drama,Rebecca Miller,32622.0,/fhxU3jFzC2tlBgqFhB7NqO4qAFe.jpg,4
131,Frankie Starlight,1995.0,Drama|Romance|War,Michael Lindsay-Hogg,73067.0,/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg,5
132,Jade,1995.0,Crime|Drama|Thriller,William Friedkin,11863.0,/8KWiZKDYpAgh8n27lanvTuDquyX.jpg,5
133,Nueba Yol,1995.0,Comedy|Drama|Romance,Ángel Muñiz,55475.0,/wXJImKBIFIanoZQsx0knEfthpq5.jpg,4
134,Sonic Outlaws,1995.0,Music|Documentary,Craig Baldwin,124636.0,/fdJ6o8uOcEFiTRCo9WuZklj8EPK.jpg,3
135,Down Periscope,1996.0,Comedy,David S. Ward,9101.0,/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,5
136,From the Journals of Jean Seberg,1995.0,Documentary,Mark Rappaport,123360.0,/gPUcrujOQU7cSBS0VEG81bU2Krz.jpg,4
137,Man of the Year,1995.0,Comedy,Dirk Shafer,5757.0,/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,5
138,The Neon Bible,1995.0,Drama,Terence Davies,39428.0,/2DyeA45isq3jIRlwG6VgwV8KQq7.jpg,4
139,Target,1995.0,Drama,Sandip Ray,124639.0,,3
140,Up Close & Personal,1996.0,Drama|Romance,Jon Avnet,9302.0,/zF67qcf7skMHLpXnifodinUqCFr.jpg,5
141,The Birdcage,1996.0,Comedy|Romance,Mike Nichols,11000.0,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,5
142,Shadows,1988.0,Drama,Jerzy Kaszubowski,525153.0,/emSTzEr2qdo3lV14ZQ3uIYsqHJS.jpg,3
143,Virgin Mary,1995.0,Drama,Jakov Sedlar,249882.0,/dIvQt3ykeR2TsRMOuDtlR1p2uCt.jpg,4
144,The Brothers McMullen,1995.0,Comedy|Drama|Romance,Edward Burns,16388.0,/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,5
145,Bad Boys,1995.0,Action|Comedy|Crime|Thriller,Michael Bay,9737.0,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,5
146,The Amazing Panda Adventure,1995.0,Adventure|Drama|Family,Christopher Cain,30765.0,/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,5
147,The Basketball Diaries,1995.0,Drama|Crime,Scott Kalvert,10474.0,/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,5
148,An Awfully Big Adventure,1995.0,Romance|Drama|Comedy,Mike Newell,22279.0,/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,5
149,Amateur,1994.0,Crime|Comedy|Drama,Hal Hartley,30157.0,/n0lFhpnoctfsPo5GXvuvQSgv9Fj.jpg,5
150,Apollo 13,1995.0,Drama|History,Ron Howard,568.0,/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg,5
151,Rob Roy,1995.0,Adventure|History|Drama|Action|War,Michael Caton-Jones,11780.0,/kWI2rF6RAnRtEjfBlZgsXumgOm5.jpg,5
152,The Addiction,1995.0,Drama|Horror,Abel Ferrara,34996.0,/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,5
153,Batman Forever,1995.0,Action|Crime|Fantasy,Joel Schumacher,414.0,/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,5
154,Belle de Jour,1967.0,Drama|Romance,Luis Buñuel,649.0,/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,5
155,Beyond Rangoon,1995.0,History|Thriller|Drama,John Boorman,1873.0,/xTiy5kSP3Hetig7xB4E8INq5ron.jpg,5
156,Blue in the Face,1995.0,Comedy,Wayne Wang,5894.0,/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg,5
157,Canadian Bacon,1995.0,Comedy,Michael Moore,1775.0,/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,5
158,Casper,1995.0,Fantasy|Comedy|Family,Brad Silberling,8839.0,/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,5
159,Clockers,1995.0,Crime|Drama|Mystery,Spike Lee,20649.0,/c79uqLJleho2a7OQayfrW5Ypphf.jpg,5
160,Congo,1995.0,Action|Adventure|Science Fiction,Frank Marshall,10329.0,/hPNSToNIIpRO6y5Rh973leqQqNr.jpg,5
161,Crimson Tide,1995.0,Thriller|Action|Drama|War,Tony Scott,8963.0,/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,5
162,Crumb,1995.0,Documentary,Terry Zwigoff,26564.0,/9ocTHdBCJdwJ65Tubg3lYlfMxEY.jpg,5
163,Desperado,1995.0,Thriller|Action|Crime,Robert Rodriguez,8068.0,/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,5
164,Devil in a Blue Dress,1995.0,Thriller|Crime|Drama|Mystery,Carl Franklin,8512.0,/yZ9vNEKOkd0GWWozsopW3SqflYQ.jpg,5
165,Die Hard: With a Vengeance,1995.0,Action|Thriller,John McTiernan,1572.0,/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg,5
166,The Doom Generation,1995.0,Comedy|Drama|Crime,Gregg Araki,13552.0,/tLfp9fHjydH6wzxukch5PWclga.jpg,5
167,Feast of July,1995.0,Drama|Crime,Christopher Menaul,259209.0,/inUPybROcLlzdG4EQeDIShfFjsD.jpg,4
168,First Knight,1995.0,Action|Adventure|Drama|Romance,Jerry Zucker,6520.0,/dJH5bwtu3UxbwRsSlhlhmMrV8ZH.jpg,5
169,Free Willy 2: The Adventure Home,1995.0,Family|Adventure|Drama|Comedy,Dwight H. Little,9073.0,/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,5
170,Hackers,1995.0,Action|Crime|Thriller|Drama,Iain Softley,10428.0,/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,5
171,Jeffrey,1995.0,Comedy|Drama|Romance,Christopher Ashley,17447.0,/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg,5
172,Johnny Mnemonic,1995.0,Science Fiction|Action|Adventure,Robert Longo,9886.0,/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,5
173,Judge Dredd,1995.0,Science Fiction|Action,Danny Cannon,9482.0,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,5
174,Jury Duty,1995.0,Comedy|Drama,John Fortenberry,19326.0,/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,5
175,Kids,1995.0,Drama|Crime,Larry Clark,9344.0,/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,5
176,Living in Oblivion,1995.0,Comedy,Tom DiCillo,9071.0,/b54xDk98oWtEtAso9sj1wjaZDDH.jpg,5
177,Lord of Illusions,1995.0,Horror|Fantasy|Drama,Clive Barker,8973.0,/8MZu8s01psozeTuD6OzstP4vSvM.jpg,5
178,Love & Human Remains,1994.0,Comedy|Drama,Denys Arcand,15730.0,/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg,5
179,Mad Love,1995.0,Drama|Romance,Antonia Bird,47608.0,/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg,5
180,Mallrats,1995.0,Romance|Comedy,Kevin Smith,2293.0,/2ip0sGIMPN0XEN6q3lQIoaNI6tP.jpg,5
181,Mighty Morphin Power Rangers: The Movie,1995.0,Action|Adventure|Science Fiction|Fantasy,Bryan Spicer,9070.0,/pcLbHqs80dchv0byHivhdwHKEup.jpg,5
182,Moonlight and Valentino,1995.0,Comedy|Drama|Romance,David Anspaugh,68274.0,/rKJ1DwaH8pM3qDNxKFxvsQEg6wE.jpg,5
183,Mute Witness,1995.0,Thriller|Horror|Crime,Anthony Waller,48787.0,/kfCIZNpb2bWspnQNkIQftQlksCU.jpg,5
184,Nadja,1995.0,Horror|Thriller,Michael Almereyda,34574.0,/uwo3iDfPNdZoSNGAgQDXEM7xMu8.jpg,5
185,The Net,1995.0,Crime|Drama|Mystery|Thriller|Action,Irwin Winkler,1642.0,/dtupntUFMD5iXBo8HLfALt2ET4R.jpg,5
186,Nine Months,1995.0,Romance|Comedy,Chris Columbus,11472.0,/y3VwPenHpiuIGb0fhgyt7PXZKLB.jpg,5
187,Party Girl,1995.0,Comedy|Drama|Romance,Daisy von Scherler Mayer,36196.0,/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg,5
188,The Prophecy,1995.0,Fantasy|Horror|Thriller|Action|Drama,Gregory Widen,11980.0,/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg,5
189,Reckless,1995.0,Fantasy|Comedy|Drama,Norman René,58372.0,/edNTtl2UuKcU8vXEaYgu76vISXw.jpg,5
190,Safe,1995.0,Drama,Todd Haynes,32646.0,/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg,5
191,The Scarlet Letter,1995.0,Drama|Romance,Roland Joffé,10533.0,/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg,5
192,The Show,1995.0,Documentary,Brian Robbins,56088.0,/u08TkPYyKeHvkrpvLEZxRLVxdwu.jpg,5
193,Showgirls,1995.0,Drama,Paul Verhoeven,10802.0,/o4HT3Ap5c99W4FYpdXUtTvxGgPc.jpg,5
194,Smoke,1995.0,Comedy|Drama,Wayne Wang,10149.0,/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg,5
